time              lon               lat               alt               heading           pitch             roll              vn                vh                ve                
7.65016320        -122.14016500     47.64146800       123.63883972      0.00000000        0.00000000        -0.00000000       0.00000000        0.00221689        0.00000000        
7.83916723        -122.14016500     47.64146800       123.63918304      0.00000000        0.00000000        -0.00000000       0.00000000        0.00190716        0.00000000        
8.04317158        -122.14016500     47.64146800       123.63954926      0.00000000        0.00000000        -0.00000000       0.00000000        0.00157715        0.00000000        
8.23817574        -122.14016500     47.64146800       123.63985443      0.00000000        0.00000000        -0.00000000       0.00000000        0.00130205        0.00000000        
8.42717978        -122.14016500     47.64146800       123.64005280      0.00000000        0.00000000        -0.00000000       0.00000000        0.00111604        0.00000000        
8.61318374        -122.14016500     47.64146800       123.64025116      0.00000000        0.00000000        -0.00000000       0.00000000        0.00093741        0.00000000        
8.80218778        -122.14016500     47.64146800       123.64039612      0.00000000        0.00000000        -0.00000000       0.00000000        0.00080245        0.00000000        
8.98219162        -122.14016500     47.64146800       123.64053345      0.00000000        0.00000000        -0.00000000       0.00000000        0.00067317        0.00000000        
9.16819558        -122.14016500     47.64146800       123.64065552      0.00000000        0.00000000        -0.00000000       0.00000000        0.00056446        0.00000000        
9.18619597        -122.14016500     47.64146800       123.64067841      0.00000000        0.00000000        -0.00000000       0.00000000        0.00054283        0.00000000        
9.35419955        -122.14016500     47.64146800       123.64074707      0.00000000        0.00000000        -0.00000000       0.00000000        0.00047307        0.00000000        
9.54320358        -122.14016500     47.64146800       123.64083099      0.00000000        0.00000000        -0.00000000       0.00000000        0.00039637        0.00000000        
9.73520768        -122.14016500     47.64146800       123.64089966      0.00000000        0.00000000        -0.00000000       0.00000000        0.00033194        0.00000000        
9.92121165        -122.14016500     47.64146800       123.64096069      0.00000000        0.00000000        -0.00000000       0.00000000        0.00027801        0.00000000        
10.11921587       -122.14016500     47.64146800       123.64101410      0.00000000        0.00000000        -0.00000000       0.00000000        0.00022834        0.00000000        
10.32322022       -122.14016500     47.64146800       123.64105225      0.00000000        0.00000000        -0.00000000       0.00000000        0.00019144        0.00000000        
10.50922419       -122.14016500     47.64146800       123.64108276      0.00000000        0.00000000        -0.00000000       0.00000000        0.00015997        0.00000000        
10.69822822       -122.14016500     47.64146800       123.64111328      0.00000000        0.00000000        -0.00000000       0.00000000        0.00013048        0.00000000        
10.88423219       -122.14016500     47.64146800       123.64113617      0.00000000        0.00000000        -0.00000000       0.00000000        0.00011288        0.00000000        
11.07323622       -122.14016500     47.64146800       123.64115906      0.00000000        0.00000000        -0.00000000       0.00000000        0.00009280        0.00000000        
11.26224026       -122.14016500     47.64146800       123.64117432      0.00000000        0.00000000        -0.00000000       0.00000000        0.00008013        0.00000000        
11.45724442       -122.14016500     47.64146800       123.64118195      0.00000000        0.00000000        -0.00000000       0.00000000        0.00006638        0.00000000        
11.64924851       -122.14016500     47.64146800       123.64119720      0.00000000        0.00000000        -0.00000000       0.00000000        0.00005317        0.00000000        
11.83225242       -122.14016500     47.64146800       123.64120483      0.00000000        0.00000000        -0.00000000       0.00000000        0.00004841        0.00000000        
12.02125645       -122.14016500     47.64146800       123.64121246      0.00000000        0.00000000        -0.00000000       0.00000000        0.00004231        0.00000000        
12.20726042       -122.14016500     47.64146800       123.64122009      0.00000000        0.00000000        -0.00000000       0.00000000        0.00003606        0.00000000        
12.39326438       -122.14016500     47.64146800       123.64122772      0.00000000        0.00000000        -0.00000000       0.00000000        0.00002742        0.00000000        
