timestamp             time              lon               lat               alt               heading           pitch             roll              vn                vh                ve                lon_sns           lat_sns           alt_sns           heading_sns       pitch_sns         roll_sns          vn_sns            vh_sns            ve_sns            dlat_rad          dlon_rad          dh_m              dVn               dVh               dVe               dpsi_rad          dtheta_rad        dphi_rad          ba_x              ba_y              ba_z              bg_x              bg_y              bg_z              dN_m              dE_m              
00:02:55.425742336    175.42574234      -122.14016516     47.64146789       123.60671932      0.06163969        0.05374799        0.01958457        -0.01955305       -0.04544398       0.00135295        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -4.90797264e-10   3.48914521e-11    -6.51849451e-03   -1.17791645e-03   -6.10476269e-04   7.73359975e-05    1.30640766e-05    2.32299464e-05    1.59856840e-06    -5.50103967e-06   -4.80107931e-06   3.08226986e-07    4.68944888e-08    -2.87074062e-07   6.85566777e-07    -3.12686937e-03   1.49774153e-04    
00:02:55.431742464    175.43174246      -122.14016516     47.64146789       123.60644350      0.06081096        0.05424409        0.01990989        -0.01974764       -0.04588542       0.00138438        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -1.86611606e-15   7.34635628e-15    1.34583101e-10    -4.21288074e-07   -2.87855758e-10   2.64628207e-07    -1.29183841e-11   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -1.18890254e-08   3.15347806e-08    
00:02:55.605746176    175.60574618      -122.14016515     47.64146789       123.60503858      0.04021952        0.07464627        0.03569481        -0.02255116       -0.04655984       -0.00455786       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -5.71359846e-10   -1.78799571e-10   -6.69253910e-03   -1.42924163e-03   -6.26936531e-04   -2.45954879e-04   8.50365258e-06    2.73282346e-05    -5.52948515e-06   -6.27827217e-06   -4.92378173e-06   -1.31915747e-06   -1.63500729e-07   -1.87078562e-07   8.06907074e-07    -3.64013358e-03   -7.67510455e-04   
00:02:55.608746240    175.60874624      -122.14016515     47.64146789       123.60489794      0.04023306        0.07492468        0.03585040        -0.02255238       -0.04657267       -0.00466941       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -3.82955655e-15   9.13911141e-15    1.86945010e-10    -5.88147248e-07   -4.65118324e-10   2.98629122e-07    -9.43773746e-12   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -2.43981048e-08   3.92303153e-08    
00:02:55.617746432    175.61774643      -122.14016515     47.64146788       123.60447773      0.04120618        0.07402231        0.03507679        -0.02281388       -0.04680486       -0.00487698       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        3.27637094e-15    -1.88019967e-14   -2.35989799e-11   4.12478515e-07    1.15848579e-10    -5.74770498e-07   1.39721561e-11    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.08737593e-08    -8.07089690e-08   
00:02:55.623746560    175.62374656      -122.14016515     47.64146788       123.60419703      0.04153516        0.07441084        0.03494851        -0.02294705       -0.04676071       -0.00500754       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -2.78558996e-15   -2.88941787e-14   3.81313719e-10    -3.29331032e-07   -9.15832911e-10   -8.42260971e-07   1.50985837e-11    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -1.77469937e-08   -1.24030411e-07   
00:02:55.629746688    175.62974669      -122.14016515     47.64146788       123.60391620      0.04147243        0.07465630        0.03486028        -0.02275410       -0.04684815       -0.00506798       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -7.94312822e-15   -3.74385496e-14   6.52142627e-10    -8.34126380e-07   -1.62822525e-09   -1.04711883e-06   1.62955881e-11    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -5.06056699e-08   -1.60707758e-07   
00:02:55.794750208    175.79475021      -122.14016515     47.64146788       123.60310314      0.04197745        0.05845334        0.04956938        -0.02551920       -0.05051066       -0.00796199       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -6.50463362e-10   -3.07352088e-10   -7.27549386e-03   -1.54466075e-03   -6.82090693e-04   -4.65603323e-04   8.86919670e-06    3.11294428e-05    -9.72304227e-06   -7.19722784e-06   -5.34960783e-06   -2.28502138e-06   -2.87312606e-07   -1.95084940e-07   9.19065750e-07    -4.14410208e-03   -1.31933169e-03   
00:02:55.800750336    175.80075034      -122.14016515     47.64146788       123.60279782      0.04222460        0.05797536        0.04993035        -0.02590178       -0.05058074       -0.00808455       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        8.00806049e-15    2.07966555e-14    -5.13571125e-10   7.61095984e-07    1.82281168e-09    5.61221218e-07    -4.00766689e-12   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.10193534e-08    8.92711901e-08    
00:02:55.815750656    175.81575066      -122.14016515     47.64146788       123.60203387      0.04249261        0.05484838        0.05220694        -0.02730613       -0.05127713       -0.00833147       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        7.98572166e-14    1.83112643e-13    -3.94613650e-09   6.24151731e-06    1.54522918e-08    4.54379180e-06    -3.15157053e-11   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.08770327e-07    7.86024634e-07    
00:02:55.821750784    175.82175078      -122.14016515     47.64146787       123.60172496      0.04227025        0.05438612        0.05139779        -0.02778490       -0.05169023       -0.00825187       -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        9.53805719e-14    1.38499247e-13    -3.79539839e-09   6.93104844e-06    1.53491481e-08    3.30661743e-06    -2.68658361e-11   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    6.07669624e-07    5.94518314e-07    
00:02:55.983754240    175.98375424      -122.14016516     47.64146788       123.60097636      0.04440874        0.03219959        0.02387985        -0.03179716       -0.05526154       0.00290453        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -8.17483472e-10   9.06556586e-11    -7.97526268e-03   -1.93985061e-03   -7.47880486e-04   1.32935432e-04    9.34311005e-06    3.92568092e-05    3.57117418e-06    -8.98859070e-06   -5.86062514e-06   7.48669066e-07    1.05193875e-07    -2.05765536e-07   1.15909964e-06    -5.20818720e-03   3.89146155e-04    
00:02:55.989754368    175.98975437      -122.14016516     47.64146788       123.60064314      0.04468478        0.03238428        0.02419232        -0.03182306       -0.05506265       0.00305232        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -4.56645551e-15   2.18872726e-14    3.25023904e-11    -3.21665241e-07   -3.67458804e-10   5.28199508e-07    7.91176638e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -2.90928881e-08   9.39527452e-08    
00:02:55.995754496    175.99575450      -122.14016516     47.64146787       123.60031330      0.04517173        0.03246951        0.02485468        -0.03163154       -0.05488187       0.00282769        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -7.09392494e-15   6.93084729e-14    -1.05116430e-10   -4.62221123e-07   -8.95624471e-11   1.61896754e-06    2.20366719e-11    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -4.51953958e-08   2.97511773e-07    
00:02:56.013754880    176.01375488      -122.14016516     47.64146787       123.59932425      0.04529395        0.03391528        0.02219542        -0.03048618       -0.05500989       0.00272348        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -4.02950324e-14   -8.31111751e-14   1.07181378e-09    -2.30062037e-06   -5.02665606e-09   -1.78948867e-06   -1.26837414e-11   0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    -2.56719652e-07   -3.56760899e-07   
00:02:56.172758272    176.17275827      -122.14016517     47.64146786       123.59848749      0.03806848        0.03273735        -0.00882247       -0.02179377       -0.05503618       0.00946730        -122.14016500     47.64146800       123.64124298      -0.00000000       0.00000000        0.00000000        0.00000000        0.00001633        0.00000000        -5.70334410e-10   3.38209780e-10    -7.97138923e-03   -1.37526076e-03   -7.45974409e-04   5.24135708e-04    8.01449353e-06    2.72200622e-05    1.17910416e-05    -6.19732544e-06   -5.84742992e-06   2.59682005e-06    3.47934034e-07    -1.76508234e-07   8.03768529e-07    -3.63360053e-03   1.45179063e-03    
