time              dlat_rad          dlon_rad          dh_m              dVn               dVh               dVe               dpsi_rad          dtheta_rad        dphi_rad          ba_x              ba_y              ba_z              bg_x              bg_y              bg_z              dN_m              dE_m              
4.57269755e+01    -2.10202300e-10   -5.04724704e-10   -4.75513125e-03   -5.63928256e-04   -5.88322667e-04   -9.03790326e-04   -1.41031443e-05   1.13564533e-05    -1.90000705e-05   -5.35775816e-06   -1.69663324e-05   -8.91694159e-06   -6.17258371e-07   3.82461297e-07    3.69011152e-07    -1.33919885e-03   -2.16656832e-03   
4.57509760e+01    -1.83179808e-10   -4.45671324e-10   -4.58450339e-03   -4.76080599e-04   -5.69970278e-04   -8.05455725e-04   -1.38573108e-05   9.81037672e-06    -1.66963055e-05   -4.74041404e-06   -1.64342689e-05   -8.02421165e-06   -5.42550686e-07   3.75632949e-07    3.18856681e-07    -1.16703856e-03   -1.91307730e-03   
4.59159795e+01    -2.95865616e-11   -5.63982849e-10   -5.35122143e-03   -6.89399785e-05   -6.66778559e-04   -9.85483937e-04   -1.62464507e-05   1.15054033e-06    -2.14394208e-05   -5.29378092e-07   -1.91545624e-05   -1.00260248e-05   -6.95944414e-07   4.40333539e-07    3.72882365e-08    -1.88495984e-04   -2.42093831e-03   
4.61199839e+01    -2.64774331e-11   -6.33033735e-10   -5.02254012e-03   -1.11686288e-05   -6.21543276e-04   -1.13820667e-03   -1.54701963e-05   1.00081452e-06    -2.40137261e-05   -4.41342866e-07   -1.77543792e-05   -1.11371142e-05   -7.78694790e-07   4.18511832e-07    3.23554611e-08    -1.68687726e-04   -2.71734438e-03   
4.63059878e+01    5.19052796e-11    -4.82477275e-10   -5.30980710e-03   1.77429374e-04    -6.55051369e-04   -8.92192471e-04   -1.61130766e-05   -3.42929337e-06   -1.78332339e-05   1.67358142e-06    -1.86492098e-05   -8.43955016e-06   -5.77812753e-07   4.35167498e-07    -1.11310601e-07   3.30688536e-04    -2.07106958e-03   
4.64889917e+01    2.89021689e-10    -4.31496262e-10   -5.12794607e-03   7.96006669e-04    -6.29249365e-04   -7.82221836e-04   -1.62670550e-05   -1.65947906e-05   -1.56350402e-05   8.09344626e-06    -1.78429581e-05   -7.54892155e-06   -5.06210125e-07   4.39120472e-07    -5.37718461e-07   1.84135718e-03    -1.85222979e-03   
4.66809958e+01    4.32068883e-10    -3.58978572e-10   -5.11494320e-03   1.18819990e-03    -6.24854728e-04   -6.47157582e-04   -1.61199446e-05   -2.45185840e-05   -1.28509065e-05   1.17317097e-05    -1.76382724e-05   -6.09830103e-06   -4.15434665e-07   4.34690194e-07    -7.93293050e-07   2.75271086e-03    -1.54094221e-03   
4.68729999e+01    6.82610325e-10    -1.47468175e-10   -4.53932405e-03   1.81610105e-03    -5.49738464e-04   -2.95158441e-04   -1.63283602e-05   -3.79773668e-05   -4.61966910e-06   1.84291466e-05    -1.54405450e-05   -2.24016080e-06   -1.49047282e-07   4.39975321e-07    -1.22749019e-06   4.34891038e-03    -6.33018104e-04   
4.70950047e+01    8.27796184e-10    -1.60256227e-12   -5.52587378e-03   2.16914884e-03    -6.70425977e-04   -3.70978478e-06   -1.76210049e-05   -4.46066329e-05   7.47982854e-07    2.26014692e-05    -1.87318957e-05   3.58285333e-07    2.44213511e-08    4.74320947e-07    -1.44072376e-06   5.27388949e-03    -6.87911771e-06   
4.71190052e+01    7.44456038e-10    -2.27572523e-11   -5.31626292e-03   1.98802200e-03    -6.48091327e-04   -6.46370650e-06   -1.69778108e-05   -4.00757022e-05   -1.64006255e-07   2.05730174e-05    -1.80991371e-05   -1.02098289e-07   -5.04378064e-09   4.56872895e-07    -1.29451232e-06   4.74292942e-03    -9.76871977e-05   
4.73470100e+01    7.57012653e-10    -7.20398536e-11   -5.63937279e-03   2.00804571e-03    -6.84540881e-04   -1.01792122e-04   -1.46698017e-05   -4.07985186e-05   -1.91534202e-06   2.03324131e-05    -1.90058829e-05   -9.74302604e-07   -6.15360928e-08   3.94289468e-07    -1.31564861e-06   4.82292761e-03    -3.09236428e-04   
4.73680105e+01    6.94242901e-10    -7.15459994e-11   -5.45514299e-03   1.85298234e-03    -6.65603890e-04   -1.00535732e-04   -1.46945042e-05   -3.73842093e-05   -1.91324747e-06   1.89779368e-05    -1.84741353e-05   -9.90446093e-07   -6.14868287e-08   3.94825749e-07    -1.20578106e-06   4.42302153e-03    -3.07116522e-04   
4.75480143e+01    7.26762132e-10    -3.44795694e-10   -5.55109234e-03   1.93864227e-03    -6.75814526e-04   -5.44960587e-04   -1.64961157e-05   -3.94889937e-05   -1.20488157e-05   1.93197167e-05    -1.86575647e-05   -5.85145395e-06   -3.87773342e-07   4.42535494e-07    -1.27183100e-06   4.63020154e-03    -1.48006115e-03   
4.77070177e+01    7.40398502e-10    -3.82461216e-10   -5.33911784e-03   1.98370144e-03    -6.47679584e-04   -6.44433854e-04   -1.53278385e-05   -4.00531434e-05   -1.32722385e-05   1.95018051e-05    -1.78065382e-05   -6.42168272e-06   -4.26856555e-07   4.10722157e-07    -1.28899463e-06   4.71707886e-03    -1.64174321e-03   
4.79080220e+01    6.81901538e-10    -3.85677879e-10   -5.83759266e-03   1.83879289e-03    -7.06737624e-04   -6.53548391e-04   -1.65384996e-05   -3.69887636e-05   -1.34220669e-05   1.74731638e-05    -1.93432765e-05   -6.28456842e-06   -4.30969650e-07   4.42399052e-07    -1.18851324e-06   4.34439470e-03    -1.65555097e-03   
4.81180265e+01    6.06724252e-10    -5.72714297e-11   -6.27234227e-03   1.60427982e-03    -7.56721198e-04   -1.08267167e-04   -1.66625018e-05   -3.27393820e-05   -1.19794823e-06   1.53663954e-05    -2.06256616e-05   -5.55990888e-07   -3.81869400e-08   4.45486052e-07    -1.05056595e-06   3.86544021e-03    -2.45841870e-04   
4.83070305e+01    7.46149235e-10    -2.35216964e-10   -7.26958886e-03   1.95335411e-03    -8.78158586e-04   -3.98118837e-04   -1.69675960e-05   -3.96040512e-05   -7.62457429e-06   1.88824055e-05    -2.38160507e-05   -3.62128365e-06   -2.44161870e-07   4.52960676e-07    -1.26969378e-06   4.75371678e-03    -1.00968631e-03   
4.84960346e+01    9.11691643e-10    6.37127059e-11    -6.55411374e-03   2.34799982e-03    -7.86429736e-04   1.26636454e-04    -1.37537030e-05   -4.80761256e-05   3.10006859e-06    2.27798803e-05    -2.12165771e-05   1.43110334e-06    9.94504022e-08    3.67469381e-07    -1.53932243e-06   5.80838745e-03    2.73491527e-04    
4.85350354e+01    8.55735955e-10    -1.81033739e-11   -6.35951974e-03   2.22669836e-03    -7.66302238e-04   8.81417838e-06    -1.39625972e-05   -4.50673537e-05   6.58265668e-08    2.15912553e-05    -2.06541341e-05   6.31457701e-09    2.30300577e-09    3.72638300e-07    -1.44293201e-06   5.45189377e-03    -7.77100784e-05   
4.87210394e+01    1.12431722e-09    -6.56593528e-11   -7.31775412e-03   2.90711903e-03    -8.83177859e-04   -4.44168347e-05   -1.47790338e-05   -5.91466078e-05   -1.73949399e-06   2.78368084e-05    -2.36774252e-05   -8.33814911e-07   -5.54172273e-08   3.94019041e-07    -1.89141790e-06   7.16302498e-03    -2.81847653e-04   
4.89130435e+01    1.11965675e-09    -1.74396551e-10   -7.12436779e-03   2.88565718e-03    -8.55391613e-04   -2.55853393e-04   -1.35097821e-05   -5.80093083e-05   -5.46892703e-06   2.77086310e-05    -2.28248874e-05   -2.59504236e-06   -1.74525755e-07   3.59640045e-07    -1.85356495e-06   7.13333314e-03    -7.48610160e-04   
4.91050476e+01    1.04554211e-09    -1.49528590e-10   -6.57443520e-03   2.65582357e-03    -7.83841499e-04   -2.10680285e-04   -1.49254340e-05   -5.33724468e-05   -4.53621963e-06   2.59621921e-05    -2.08187273e-05   -2.18566055e-06   -1.44614822e-07   3.96718694e-07    -1.70405110e-06   6.66114881e-03    -6.41862589e-04   
4.92910515e+01    1.04438702e-09    -2.03853445e-10   -6.37255039e-03   2.63320190e-03    -7.56345505e-04   -3.06911700e-04   -1.62257666e-05   -5.29269446e-05   -6.36558982e-06   2.57144231e-05    -1.99895521e-05   -3.04913413e-06   -2.02803787e-07   4.30593560e-07    -1.68812715e-06   6.65378971e-03    -8.75056066e-04   
4.94800556e+01    1.11327607e-09    -2.84314019e-10   -6.74952984e-03   2.79217522e-03    -8.00207495e-04   -4.51053386e-04   -1.03057924e-05   -5.56092045e-05   -8.94879645e-06   2.73896153e-05    -2.10417514e-05   -4.36800084e-06   -2.84972366e-07   2.73349401e-07    -1.77230716e-06   7.09268181e-03    -1.22043906e-03   
4.94860557e+01    9.87202378e-10    -2.49395906e-10   -6.53744030e-03   2.50820406e-03    -7.79401355e-04   -4.00494118e-04   -9.88020828e-06   -4.94453120e-05   -7.80224962e-06   2.45568376e-05    -2.05048538e-05   -3.83620609e-06   -2.48465399e-07   2.61991393e-07    -1.57602333e-06   6.28946635e-03    -1.07055047e-03   
4.96960602e+01    9.63940503e-10    -1.11681836e-10   -5.75042738e-03   2.44180167e-03    -6.78742095e-04   -1.81432717e-04   -1.17641327e-05   -4.79392773e-05   -3.04297214e-06   2.37272356e-05    -1.77632066e-05   -1.47759620e-06   -9.66911916e-08   3.11729938e-07    -1.52659575e-06   6.14126494e-03    -4.79402586e-04   
4.99000645e+01    9.28061181e-10    -5.28073276e-11   -5.99490284e-03   2.30248618e-03    -7.04916262e-04   -6.58945834e-05   -1.11118882e-05   -4.63055765e-05   -1.11116318e-06   2.24838439e-05    -1.83769341e-05   -5.18943343e-07   -3.51298956e-08   2.94192214e-07    -1.47286844e-06   5.91267778e-03    -2.26679380e-04   
4.99300652e+01    8.38000788e-10    -3.17060286e-11   -5.94960918e-03   2.11408619e-03    -7.03136884e-04   -2.67673746e-05   -1.09196392e-05   -4.16181476e-05   -4.25543782e-07   2.05940827e-05    -1.83279737e-05   -1.90320178e-07   -1.33246776e-08   2.88888726e-07    -1.32397313e-06   5.33890302e-03    -1.36100485e-04   
5.01010688e+01    9.56246560e-10    -1.41426235e-10   -5.38813025e-03   2.39661587e-03    -6.33323640e-04   -1.96143226e-04   -1.56127443e-05   -4.80724493e-05   -4.22950827e-06   2.29286860e-05    -1.64129727e-05   -1.98001282e-06   -1.34195323e-07   4.12041238e-07    -1.52758117e-06   6.09224683e-03    -6.07082629e-04   
5.02900728e+01    9.69235687e-10    -4.42551925e-10   -6.25898749e-03   2.40167758e-03    -7.37312727e-04   -6.82486640e-04   -1.96510774e-05   -4.84377624e-05   -1.45035926e-05   2.32243591e-05    -1.90281753e-05   -6.86246423e-06   -4.60366127e-07   5.17028661e-07    -1.53822373e-06   6.17500056e-03    -1.89968704e-03   
5.04820769e+01    9.16665052e-10    -5.01573761e-10   -6.30228212e-03   2.27749794e-03    -7.39534687e-04   -8.20437552e-04   -2.16541383e-05   -4.53885852e-05   -1.62028065e-05   2.18893095e-05    -1.90051019e-05   -7.73305217e-06   -5.13979659e-07   5.69098063e-07    -1.44039531e-06   5.84007305e-03    -2.15304266e-03   
5.06710810e+01    9.30909372e-10    -2.62663553e-10   -7.72995573e-03   2.29990244e-03    -9.08875741e-04   -4.49534168e-04   -2.18196843e-05   -4.54362901e-05   -7.88775607e-06   2.23606866e-05    -2.33051797e-05   -3.81316109e-06   -2.49883104e-07   5.73517781e-07    -1.44121737e-06   5.93082361e-03    -1.12750283e-03   
5.08600850e+01    7.54113185e-10    -6.41524046e-11   -8.45026862e-03   1.85962130e-03    -9.91264075e-04   -9.18918174e-05   -2.10632875e-05   -3.66228222e-05   -1.40812344e-06   1.79345539e-05    -2.53522154e-05   -6.10303421e-07   -4.42334136e-08   5.52970603e-07    -1.16064997e-06   4.80445510e-03    -2.75378966e-04   
5.10490890e+01    6.14400455e-10    2.03275928e-10    -8.92438605e-03   1.50550538e-03    -1.04391746e-03   3.55664928e-04    -1.87058566e-05   -2.93646288e-05   7.32192182e-06    1.46681974e-05    -2.66122454e-05   3.72899492e-06    2.32404134e-07    4.90884652e-07    -9.30086159e-07   3.91434530e-03    8.72577034e-04    
5.12410931e+01    4.02194244e-10    1.35026364e-10    -1.03935262e-02   9.84977111e-04    -1.21545468e-03   2.43141189e-04    -1.61796240e-05   -1.89308783e-05   5.02170506e-06    9.54233667e-06    -3.08795710e-05   2.61590919e-06    1.59467577e-07    4.23774379e-07    -5.99125846e-07   2.56237953e-03    5.79610705e-04    
5.12560934e+01    3.49413588e-10    1.11154390e-10    -9.98280088e-03   8.50522237e-04    -1.17359716e-03   2.13119829e-04    -1.56922735e-05   -1.65307146e-05   4.22867658e-06    8.38409422e-06    -2.98132208e-05   2.22827740e-06    1.34354110e-07    4.10871776e-07    -5.23168861e-07   2.22611397e-03    4.77138484e-04    
5.14330972e+01    3.61013936e-10    -8.46495835e-11   -1.15860857e-02   8.70280693e-04    -1.36262794e-03   -4.98376404e-05   -1.80284517e-05   -1.70535584e-05   -2.37786858e-06   8.65312555e-06    -3.44786081e-05   -1.02725901e-06   -7.46748168e-08   4.70571427e-07    -5.39419548e-07   2.30001979e-03    -3.63364630e-04   
5.16191012e+01    3.59141764e-10    -1.74247428e-10   -1.18788032e-02   8.68603819e-04    -1.39280084e-03   -2.42358049e-04   -1.60370779e-05   -1.67581563e-05   -5.04561607e-06   8.64340330e-06    -3.50943630e-05   -2.44122020e-06   -1.59055542e-07   4.18205578e-07    -5.29916958e-07   2.28809218e-03    -7.47970037e-04   
5.18111053e+01    4.33322394e-10    -1.06280021e-10   -1.24596348e-02   1.01345272e-03    -1.45676315e-03   -1.39716589e-04   -1.66725297e-05   -2.01612858e-05   -2.80192914e-06   1.05202911e-05    -3.65482684e-05   -1.29833556e-06   -8.79829318e-08   4.34573243e-07    -6.37308736e-07   2.76069697e-03    -4.56214890e-04   
5.20001093e+01    2.42762356e-10    1.59894889e-10    -1.31516938e-02   5.92549046e-04    -1.53317068e-03   2.66501667e-04    -1.47662187e-05   -1.09850748e-05   5.70999847e-06    5.78878378e-06    -3.83297290e-05   3.17364416e-06    1.81224011e-07    3.84731529e-07    -3.46921668e-07   1.54663897e-03    6.86360699e-04    
5.21921134e+01    2.29099402e-10    1.86649626e-10    -1.29229584e-02   5.12387665e-04    -1.50010388e-03   3.53321353e-04    -1.10385646e-05   -1.05820497e-05   6.42638293e-06    5.42951629e-06    -3.73432232e-05   3.45665494e-06    2.03674885e-07    2.87234477e-07    -3.33871429e-07   1.45959229e-03    8.01207396e-04    
5.23781174e+01    2.63824783e-10    5.64771242e-10    -1.32495760e-02   5.98505919e-04    -1.53358478e-03   9.31044903e-04    -1.32895863e-05   -1.21862267e-05   1.85399475e-05    6.17088214e-06    -3.80255078e-05   9.64918615e-06    5.85964409e-07    3.45986832e-07    -3.84169797e-07   1.68082769e-03    2.42432254e-03    
5.25671214e+01    5.38051159e-11    5.33202710e-10    -1.20676481e-02   1.17079001e-04    -1.38809578e-03   8.89835758e-04    -1.41866452e-05   -2.29033358e-06   1.73901259e-05    1.08379936e-06    -3.42808571e-05   9.04533082e-06    5.49247356e-07    3.68400623e-07    -7.17390734e-08   3.42792393e-04    2.28881227e-03    
5.25791217e+01    2.80803174e-11    4.61471251e-10    -1.14622005e-02   6.03201878e-05    -1.32516157e-03   7.85463360e-04    -1.37189601e-05   -1.08854352e-06   1.51827381e-05    4.78190058e-07    -3.27236326e-05   7.96514667e-06    4.79630288e-07    3.56104401e-07    -3.38536370e-08   1.78899702e-04    1.98089965e-03    
5.27591255e+01    -1.57263127e-10   3.43883299e-10    -1.08943353e-02   -3.97629335e-04   -1.25382996e-03   6.10633013e-04    -1.13642746e-05   7.48079987e-06    1.13926197e-05    -3.95184517e-06   -3.08433925e-05   5.98792104e-06    3.59878018e-07    2.94404012e-07    2.36385811e-07    -1.00192338e-03   1.47614463e-03    
5.27921262e+01    -1.69292581e-10   3.10953105e-10    -1.04161981e-02   -4.15177397e-04   -1.20364588e-03   5.37339279e-04    -1.07511782e-05   8.03612585e-06    1.03880566e-05    -4.33076393e-06   -2.95914266e-05   5.58995837e-06    3.28265596e-07    2.78511904e-07    2.53946084e-07    -1.07856303e-03   1.33478932e-03    
5.29691300e+01    -1.79389651e-10   3.03034561e-10    -1.04125201e-02   -4.60731086e-04   -1.19974271e-03   5.52043353e-04    -9.81118513e-06   8.53074454e-06    1.01657319e-05    -4.53263820e-06   -2.93821183e-05   5.37235950e-06    3.21117803e-07    2.53778861e-07    2.69470568e-07    -1.14289147e-03   1.30079838e-03    
5.30141309e+01    -1.60830099e-10   2.79380769e-10    -1.00234460e-02   -3.91332936e-04   -1.15901980e-03   4.89891137e-04    -9.93451372e-06   7.67258533e-06    9.43778545e-06    -4.18183510e-06   -2.83599712e-05   5.11138638e-06    2.98246571e-07    2.56922046e-07    2.42480486e-07    -1.02464856e-03   1.19926272e-03    
5.32061350e+01    -4.26977219e-10   4.26649864e-10    -9.89022887e-03   -1.05357587e-03   -1.13900090e-03   7.33851727e-04    -1.33740866e-05   2.02443704e-05    1.42402902e-05    -1.05552175e-05   -2.77570911e-05   7.45046143e-06    4.49537601e-07    3.45429644e-07    6.38698212e-07    -2.72027186e-03   1.83142626e-03    
5.34101394e+01    -3.43868818e-10   2.94714381e-10    -9.27325292e-03   -8.73780461e-04   -1.06133919e-03   5.52435230e-04    -1.47061047e-05   1.64076073e-05    1.00008191e-05    -8.44670999e-06   -2.57473935e-05   5.19541907e-06    3.15736764e-07    3.79128744e-07    5.17518835e-07    -2.19078824e-03   1.26508339e-03    
5.36081436e+01    -3.54987207e-10   5.35834684e-10    -9.85006077e-03   -8.80320251e-04   -1.12505821e-03   8.90485759e-04    -1.29149094e-05   1.71128590e-05    1.80651745e-05    -8.64496566e-06   -2.71767528e-05   9.05991683e-06    5.69473496e-07    3.32754948e-07    5.39429443e-07    -2.26162349e-03   2.30011022e-03    
5.38061478e+01    -5.80357170e-10   4.60356652e-10    -9.14855794e-03   -1.37662426e-03   -1.03877476e-03   8.03907263e-04    -1.07713911e-05   2.79317237e-05    1.54186821e-05    -1.40069111e-05   -2.49756744e-05   7.77560407e-06    4.85863313e-07    2.76918684e-07    8.79567421e-07    -3.69745553e-03   1.97611516e-03    
5.40101522e+01    -7.55631121e-10   4.76981711e-10    -9.32638299e-03   -1.82935185e-03   -1.05552710e-03   8.22714193e-04    -1.15419836e-05   3.57475461e-05    1.57104721e-05    -1.82955236e-05   -2.52586504e-05   8.13639337e-06    4.94940775e-07    2.96391059e-07    1.12517920e-06    -4.81412587e-03   2.04747945e-03    
5.41361549e+01    -8.29426465e-10   5.12523686e-10    -9.26293252e-03   -2.02626530e-03   -1.04836601e-03   8.73329528e-04    -1.12845554e-05   3.94810088e-05    1.70369703e-05    -1.98978698e-05   -2.50162997e-05   8.64923947e-06    5.36393904e-07    2.89577472e-07    1.24200684e-06    -5.28427601e-03   2.20004603e-03    
5.43371592e+01    -9.03033297e-10   6.58240530e-10    -8.62158118e-03   -2.19517980e-03   -9.69685420e-04   1.10388053e-03    -9.00097223e-06   4.31927475e-05    2.18772133e-05    -2.13603756e-05   -2.30308830e-05   1.08276221e-05    6.87949324e-07    2.30652105e-07    1.35751573e-06    -5.75322514e-03   2.82554641e-03    
5.43581596e+01    -8.29443346e-10   6.31978777e-10    -8.28729348e-03   -2.02435389e-03   -9.36239921e-04   1.07218993e-03    -8.92167858e-06   3.97047262e-05    2.10558037e-05    -1.99128968e-05   -2.22293546e-05   1.05604357e-05    6.62216055e-07    2.28573800e-07    1.24806998e-06    -5.28438356e-03   2.71281588e-03    
5.45531638e+01    -7.60946499e-10   7.80920133e-10    -7.05645346e-03   -1.89441335e-03   -7.89325710e-04   1.32720788e-03    -5.16185521e-06   3.65453421e-05    2.59805267e-05    -1.80808216e-05   -1.86590828e-05   1.27960711e-05    8.16396358e-07    1.32033337e-07    1.14807644e-06    -4.84799015e-03   3.35215773e-03    
5.45651640e+01    -6.77507793e-10   6.89861570e-10    -6.76790299e-03   -1.67102625e-03   -7.60449202e-04   1.17942783e-03    -5.14360280e-06   3.27787276e-05    2.31956030e-05    -1.62980840e-05   -1.79763392e-05   1.14764120e-05    7.28972165e-07    1.31529432e-07    1.02983617e-06    -4.31640215e-03   2.96128207e-03    
5.47661683e+01    -8.13252019e-10   6.97092260e-10    -9.29482556e-03   -2.00832783e-03   -1.05212123e-03   1.21413198e-03    -3.34219675e-06   3.96791861e-05    2.36471137e-05    -1.93425627e-05   -2.47732629e-05   1.14491160e-05    7.42842259e-07    8.53639930e-08    1.24604645e-06    -5.18122861e-03   2.99232035e-03    
5.47751685e+01    -7.25707109e-10   6.30854124e-10    -9.03044811e-03   -1.80254423e-03   -1.02781474e-03   1.09146368e-03    -3.15889432e-06   3.55842416e-05    2.16218444e-05    -1.74904076e-05   -2.42025068e-05   1.05455553e-05    6.79329602e-07    8.06626335e-08    1.11761136e-06    -4.62347999e-03   2.70798823e-03    
5.49611725e+01    -7.52174787e-10   7.44551849e-10    -8.64159601e-03   -1.88211201e-03   -9.79149913e-04   1.28913437e-03    -4.71170689e-06   3.70458946e-05    2.54639908e-05    -1.80961863e-05   -2.29662238e-05   1.23518454e-05    7.99793734e-07    1.20123896e-07    1.16325763e-06    -4.79210557e-03   3.19604416e-03    
5.51681769e+01    -1.02965691e-09   7.19734317e-10    -8.31856062e-03   -2.52173944e-03   -9.38050582e-04   1.26057116e-03    -4.67406082e-06   5.06144397e-05    2.45507603e-05    -2.46745378e-05   -2.18875980e-05   1.19490386e-05    7.70921203e-07    1.19201935e-07    1.58861763e-06    -6.55994418e-03   3.08951306e-03    
5.51801772e+01    -9.30153991e-10   6.42805286e-10    -8.03705758e-03   -2.32122513e-03   -9.10858351e-04   1.11670650e-03    -4.39606682e-06   4.59090894e-05    2.21475857e-05    -2.25588681e-05   -2.12536439e-05   1.08639727e-05    6.95574968e-07    1.12078008e-07    1.44110834e-06    -5.92601108e-03   2.75928948e-03    
5.54111821e+01    -1.00263905e-09   8.98387655e-10    -6.98166417e-03   -2.46340275e-03   -7.83981933e-04   1.54773116e-03    -5.08426707e-06   4.98168332e-05    3.08100981e-05    -2.40923756e-05   -1.81791936e-05   1.48732733e-05    9.67003349e-07    1.29220000e-07    1.56303909e-06    -6.38781337e-03   3.85639580e-03    
5.54321825e+01    -8.91855857e-10   7.91585188e-10    -6.71941645e-03   -2.24285375e-03   -7.57606883e-04   1.37772934e-03    -4.91891171e-06   4.45509161e-05    2.74076096e-05    -2.16559058e-05   -1.75667782e-05   1.32940640e-05    8.60320407e-07    1.25005390e-07    1.39794365e-06    -5.68201367e-03   3.39793826e-03    
5.56271867e+01    -8.70567733e-10   9.23636259e-10    -7.08670757e-03   -2.20495693e-03   -7.97629693e-04   1.61434648e-03    -2.57843201e-06   4.43338782e-05    3.24475998e-05    -2.07427009e-05   -1.84223368e-05   1.51168487e-05    1.01781337e-06    6.51464345e-08    1.39035076e-06    -5.54638703e-03   3.96477731e-03    
5.56421870e+01    -7.98150119e-10   8.35873697e-10    -6.89666041e-03   -2.02368912e-03   -7.80140988e-04   1.46622739e-03    -2.30554091e-06   4.06490008e-05    2.94680126e-05    -1.93703529e-05   -1.80172820e-05   1.39796628e-05    9.24586631e-07    5.82408290e-08    1.27508312e-06    -5.08501441e-03   3.58804998e-03    
5.58281910e+01    -9.78610271e-10   1.04334432e-09    -6.48130518e-03   -2.44495917e-03   -7.30459336e-04   1.82105733e-03    -5.63374598e-06   5.04603667e-05    3.70981634e-05    -2.33428628e-05   -1.67753702e-05   1.70889034e-05    1.16338805e-06    1.42549696e-07    1.58202582e-06    -6.23472604e-03   4.47863304e-03    
5.58521915e+01    -8.60126436e-10   9.27401367e-10    -6.16651306e-03   -2.21002111e-03   -6.97362664e-04   1.64210432e-03    -5.38891232e-06   4.44769124e-05    3.31481690e-05    -2.08799980e-05   -1.60143457e-05   1.54878699e-05    1.03974617e-06    1.36336932e-07    1.39471526e-06    -5.47986552e-03   3.98093930e-03    
5.60411955e+01    -7.04503983e-10   9.14881985e-10    -5.38097363e-03   -1.83478073e-03   -6.03335266e-04   1.62373817e-03    -6.91966510e-06   3.71392991e-05    3.32334781e-05    -1.69375827e-05   -1.37981764e-05   1.50458230e-05    1.04198379e-06    1.74787319e-07    1.16421289e-06    -4.48839487e-03   3.92719893e-03    
5.62361997e+01    -7.50656166e-10   1.08836684e-09    -5.38702374e-03   -1.91910330e-03   -6.02333385e-04   1.91859633e-03    -5.92149686e-06   3.95073489e-05    3.93032938e-05    -1.81043135e-05   -1.37092267e-05   1.79047153e-05    1.23201640e-06    1.49073503e-07    1.23822970e-06    -4.78243044e-03   4.67189557e-03    
5.62451999e+01    -6.79264621e-10   9.82695986e-10    -5.22058308e-03   -1.76598022e-03   -5.86540834e-04   1.75421182e-03    -5.72870583e-06   3.59538902e-05    3.57799398e-05    -1.65933259e-05   -1.33522781e-05   1.64062125e-05    1.12170917e-06    1.44259820e-07    1.12697914e-06    -4.32759490e-03   4.21829557e-03    
5.64672046e+01    -6.89196604e-10   1.07153796e-09    -4.49805923e-03   -1.78597688e-03   -4.99941511e-04   1.91185606e-03    -3.15829715e-06   3.65818089e-05    3.89902518e-05    -1.68048590e-05   -1.13123215e-05   1.78080581e-05    1.22197507e-06    7.88859536e-08    1.14636437e-06    -4.39087157e-03   4.59965635e-03    
5.66622088e+01    -6.35740881e-10   1.05552228e-09    -3.67821630e-03   -1.63351018e-03   -4.02452983e-04   1.89689887e-03    1.13336743e-06    3.40671267e-05    3.86903914e-05    -1.53263154e-05   -9.06948132e-06   1.73177595e-05    1.21176982e-06    -2.96862778e-08   1.06691162e-06    -4.05030515e-03   4.53090784e-03    
5.66862093e+01    -5.73522495e-10   9.41202063e-10    -3.47840224e-03   -1.50659551e-03   -3.81307407e-04   1.69133143e-03    1.48625504e-06    3.08332845e-05    3.46996114e-05    -1.40242325e-05   -8.59070096e-06   1.56966998e-05    1.08691550e-06    -3.85945626e-08   9.65748228e-07    -3.65391182e-03   4.04017982e-03    
5.68782134e+01    -3.94844017e-10   1.16311636e-09    -4.24802212e-03   -1.06321310e-03   -4.69220596e-04   2.06433916e-03    9.05909497e-07    2.14011675e-05    4.27266572e-05    -9.78388825e-06   -1.05504636e-05   1.93063461e-05    1.33795164e-06    -2.47939040e-08   6.70279064e-07    -2.51555123e-03   4.99276346e-03    
5.68992138e+01    -3.57773965e-10   1.04692233e-09    -4.16716089e-03   -9.49499323e-04   -4.62371770e-04   1.88880272e-03    6.11772059e-07    1.94402656e-05    3.86394243e-05    -9.01076803e-06   -1.03961150e-05   1.76855861e-05    1.21017591e-06    -1.70573212e-08   6.08976127e-07    -2.27937793e-03   4.49399194e-03    
5.71392189e+01    -3.61403360e-10   9.55895970e-10    -5.21055388e-03   -9.30721327e-04   -5.80263423e-04   1.74827923e-03    -5.51442032e-06   1.97576464e-05    3.55221337e-05    -9.02066182e-06   -1.30014298e-05   1.60025305e-05    1.11212077e-06    1.37745496e-07    6.18641041e-07    -2.30250081e-03   4.10325451e-03    
5.71662195e+01    -3.54722609e-10   8.89355295e-10    -4.88082192e-03   -9.43388343e-04   -5.44964308e-04   1.61521607e-03    -5.59643530e-06   1.95025786e-05    3.33126661e-05    -8.92129324e-06   -1.22028663e-05   1.50475688e-05    1.04299357e-06    1.39733141e-07    6.10648558e-07    -2.25993774e-03   3.81762371e-03    
5.74032246e+01    -4.50088950e-10   8.92221282e-10    -4.44614769e-03   -1.16618208e-03   -4.91329476e-04   1.64415873e-03    -2.77854933e-06   2.49532274e-05    3.37892978e-05    -1.09586331e-05   -1.09478385e-05   1.47216136e-05    1.05697813e-06    6.89399696e-08    7.80548542e-07    -2.86751670e-03   3.82992618e-03    
