time              dlat_rad          dlon_rad          dh_m              dVn               dVh               dVe               dpsi_rad          dtheta_rad        dphi_rad          ba_x              ba_y              ba_z              bg_x              bg_y              bg_z              dN_m              dE_m              
9.41570086e+01    1.28441165e-10    -2.29983732e-10   -9.82045501e-04   3.24319414e-04    -8.35884047e-05   -4.16827314e-04   8.19039286e-06    -6.95766860e-06   -7.74576089e-06   2.29241283e-06    -1.08367149e-06   -2.54961846e-06   -2.32844998e-07   -1.85396397e-07   -2.09117592e-07   8.18298665e-04    -9.87222270e-04   
9.41780091e+01    1.14643303e-10    -1.95099798e-10   -9.71534092e-04   3.02384696e-04    -8.29466206e-05   -3.27516943e-04   7.68784466e-06    -6.24838955e-06   -6.60086174e-06   2.06891619e-06    -1.07533522e-06   -2.18375417e-06   -1.98430278e-07   -1.74100595e-07   -1.87804196e-07   7.30392484e-04    -8.37480388e-04   
9.44030139e+01    8.06115652e-11    -2.36500999e-10   -1.21536864e-03   2.05936024e-04    -1.07711595e-04   -3.78074618e-04   9.09096596e-06    -4.48791933e-06   -8.09339281e-06   1.47849417e-06    -1.39501053e-06   -2.66219672e-06   -2.43336228e-07   -2.05848000e-07   -1.34883847e-07   5.13576282e-04    -1.01519812e-03   
9.46130184e+01    -6.53184034e-11   -4.40263467e-10   -1.02803607e-03   -1.28148511e-04   -8.83589712e-05   -7.08398242e-04   1.08855157e-05    3.19049016e-06    -1.54688886e-05   -1.03523897e-06   -1.13997566e-06   -4.99520891e-06   -4.65100525e-07   -2.46360733e-07   9.60002463e-08    -4.16143548e-04   -1.88986367e-03   
9.46340188e+01    -7.16300360e-11   -4.04139384e-10   -1.01961217e-03   -1.72017560e-04   -8.79747360e-05   -6.89921364e-04   1.04343143e-05    3.49541638e-06    -1.41376315e-05   -1.14835334e-06   -1.13470710e-06   -4.62214619e-06   -4.25081718e-07   -2.36000755e-07   1.05166347e-07    -4.56354959e-04   -1.73479836e-03   
9.48530235e+01    -1.39269548e-10   -2.80299245e-10   -2.01440919e-03   -3.09734980e-04   -1.89358245e-04   -4.54962470e-04   9.59171455e-06    7.05106551e-06    -9.68276893e-06   -2.31883671e-06   -2.44783072e-06   -3.16173816e-06   -2.91095439e-07   -2.16750525e-07   2.12086892e-07    -8.87286289e-04   -1.20320535e-03   
9.48800241e+01    -1.33823746e-10   -2.67252923e-10   -1.95724361e-03   -3.30850135e-04   -1.84392340e-04   -4.44504379e-04   9.88419737e-06    6.76501245e-06    -9.24853107e-06   -2.23520934e-06   -2.38248077e-06   -3.03289522e-06   -2.78053077e-07   -2.23349573e-07   2.03495095e-07    -8.52591087e-04   -1.14720304e-03   
9.50510277e+01    -2.33686589e-10   -5.46476450e-11   -1.94274898e-03   -5.56268475e-04   -1.82655916e-04   -7.26285381e-05   7.70226967e-06    1.21329691e-05    -1.66696189e-06   -3.91410666e-06   -2.35647474e-06   -5.15320192e-07   -5.00533134e-08   -1.73784511e-07   3.64923346e-07    -1.48881726e-03   -2.34579080e-04   
9.52670323e+01    -2.77044463e-10   -5.24987687e-11   -1.84352670e-03   -7.01114012e-04   -1.72065473e-04   -6.02483433e-05   7.50288222e-06    1.44175667e-05    -1.60711928e-06   -4.63806655e-06   -2.21334896e-06   -4.91890339e-07   -4.82538741e-08   -1.69264719e-07   4.33618656e-07    -1.76505027e-03   -2.25354868e-04   
9.54770368e+01    -2.24740572e-10   -2.19867498e-11   -7.90634044e-04   -5.56372521e-04   -6.41517664e-05   -6.92688807e-05   8.80274550e-06    1.15720792e-05    -3.76830519e-07   -3.75017856e-06   -8.17643067e-07   -1.20416268e-07   -1.12994554e-08   -1.98469953e-07   3.47977476e-07    -1.43182218e-03   -9.43797584e-05   
9.55040374e+01    -2.06105511e-10   1.66923805e-12    -7.16896902e-04   -5.14899202e-04   -5.69133798e-05   1.59755059e-05    8.73417024e-06    1.05564238e-05    3.79638178e-07    -3.48057976e-06   -7.24595425e-07   1.25433570e-07    1.14431964e-08    -1.97032687e-07   3.17441710e-07    -1.31309821e-03   7.16532846e-06    
9.56960415e+01    -3.20789314e-10   -1.43010494e-10   -9.08386480e-04   -8.02863194e-04   -7.65812116e-05   -2.21881506e-04   9.10545951e-06    1.67546155e-05    -4.86890998e-06   -5.38576747e-06   -9.73729830e-07   -1.55811457e-06   -1.46359126e-07   -2.05329324e-07   5.03771022e-07    -2.04374872e-03   -6.13883179e-04   
9.58820454e+01    -4.35065403e-10   -3.86620059e-10   -1.27065329e-03   -1.09571295e-03   -1.13923836e-04   -6.36614663e-04   8.97660122e-06    2.27577799e-05    -1.36520678e-05   -7.33831349e-06   -1.44519721e-06   -4.38405533e-06   -4.10370377e-07   -2.02306544e-07   6.84157589e-07    -2.77180168e-03   -1.65959535e-03   
9.60830497e+01    -4.00272192e-10   -5.41433277e-10   -1.24005481e-03   -1.02443267e-03   -1.10579229e-04   -9.13743891e-04   9.56271382e-06    2.08478148e-05    -1.91899186e-05   -6.67958835e-06   -1.39890867e-06   -6.12088864e-06   -5.76690015e-07   -2.15490032e-07   6.26573930e-07    -2.55013414e-03   -2.32414260e-03   
9.61040502e+01    -3.74621146e-10   -4.70616711e-10   -1.32411814e-03   -9.50440973e-04   -1.19689467e-04   -8.12280466e-04   9.47305252e-06    1.94464775e-05    -1.65916894e-05   -6.35383447e-06   -1.51616135e-06   -5.39179862e-06   -4.98599036e-07   -2.13464814e-07   5.84456945e-07    -2.38671132e-03   -2.02015722e-03   
9.62960543e+01    -4.42289139e-10   -4.31891037e-10   -8.35849638e-04   -1.10273595e-03   -6.96942556e-05   -7.91606366e-04   5.95907751e-06    2.32659879e-05    -1.52494344e-05   -7.37653357e-06   -8.72878276e-07   -4.81982333e-06   -4.58214200e-07   -1.34013309e-07   6.99119710e-07    -2.81782411e-03   -1.85392439e-03   
9.63230548e+01    -4.13989458e-10   -3.77177119e-10   -7.02104534e-04   -1.05866763e-03   -5.62612817e-05   -6.50618253e-04   5.65584031e-06    2.17882377e-05    -1.34117553e-05   -6.95073167e-06   -7.02289956e-07   -4.26553112e-06   -4.03008184e-07   -1.27235769e-07   6.54724130e-07    -2.63752684e-03   -1.61906083e-03   
9.65300593e+01    -3.37948825e-10   -4.43062954e-10   8.43974708e-05    -8.49727202e-04   2.41685248e-05    -7.67043565e-04   8.01470148e-06    1.77321508e-05    -1.57735280e-05   -5.64322114e-06   3.25073144e-07    -5.01931790e-06   -4.74023673e-07   -1.80455627e-07   5.32864390e-07    -2.15307196e-03   -1.90188067e-03   
9.65510597e+01    -2.94039767e-10   -3.79168951e-10   1.14342958e-05    -7.50275748e-04   1.68187897e-05    -6.61858565e-04   7.72654959e-06    1.53657292e-05    -1.34709094e-05   -4.97179262e-06   2.29802938e-07    -4.35687688e-06   -4.04836685e-07   -1.73998709e-07   4.61767020e-07    -1.87332736e-03   -1.62761092e-03   
9.67430638e+01    -3.74652515e-10   -2.79860033e-10   -8.71064777e-04   -9.65356771e-04   -7.36134049e-05   -4.77255010e-04   7.05421794e-06    1.98106384e-05    -9.95037976e-06   -6.27938792e-06   -9.20630000e-07   -3.13897774e-06   -2.99028959e-07   -1.58751693e-07   5.95409176e-07    -2.38691117e-03   -1.20132000e-03   
9.69290678e+01    -2.59241312e-10   -2.03982043e-10   -1.21105580e-03   -6.76339720e-04   -1.07972598e-04   -3.48145363e-04   5.72739449e-06    1.34445099e-05    -7.08486510e-06   -4.37827660e-06   -1.35998749e-06   -2.28634092e-06   -2.12886015e-07   -1.28907455e-07   4.04098491e-07    -1.65162640e-03   -8.75608087e-04   
9.71180718e+01    -3.92291962e-10   -2.31334984e-10   -7.07501626e-04   -9.94308747e-04   -5.66230385e-05   -3.86197296e-04   5.10697793e-06    2.03950652e-05    -8.02662812e-06   -6.70721661e-06   -7.02069280e-07   -2.62837576e-06   -2.41216255e-07   -1.14782283e-07   6.12967082e-07    -2.49929209e-03   -9.93022620e-04   
9.71390723e+01    -3.74995329e-10   -2.10069573e-10   -6.22883951e-04   -9.54202839e-04   -4.82452568e-05   -3.60209356e-04   5.26626942e-06    1.95276333e-05    -7.28725866e-06   -6.46489819e-06   -5.96182603e-07   -2.40297925e-06   -2.19006756e-07   -1.18396022e-07   5.86913547e-07    -2.38909524e-03   -9.01739261e-04   
9.73460767e+01    -3.06413225e-10   1.45747263e-10    -6.19562753e-04   -7.79369311e-04   -4.74880098e-05   2.45382372e-04    5.40264217e-06    1.58622421e-05    5.52705695e-06    -5.26031094e-06   -5.90441717e-07   1.83364359e-06    1.66171836e-07    -1.21668649e-07   4.76806875e-07    -1.95215866e-03   6.25630963e-04    
9.75530811e+01    -2.21209811e-10   2.95440308e-10    -2.66142574e-04   -5.70796493e-04   -1.11873373e-05   5.25372423e-04    6.07817722e-06    1.12613431e-05    1.07871195e-05    -3.77606389e-06   -1.32773326e-07   3.60478653e-06    3.24254015e-07    -1.37011168e-07   3.38522904e-07    -1.40932770e-03   1.26819949e-03    
9.75770816e+01    -2.13777181e-10   2.70942482e-10    -1.95003544e-04   -5.36551948e-04   -4.01226571e-06   4.87820620e-04    6.22937753e-06    1.08421887e-05    9.88428466e-06    -3.71840776e-06   -4.23187903e-08   3.37565436e-06    2.97118878e-07    -1.40421824e-07   3.25931637e-07    -1.36197442e-03   1.16304075e-03    
9.77840860e+01    -1.16036914e-12   4.72446340e-10    5.89489866e-05    -5.68402534e-06   2.20481418e-05    8.26480884e-04    8.08610228e-06    -2.54413232e-07   1.71138905e-05    8.05822796e-08    2.82664032e-07    5.74635900e-06    5.14460498e-07    -1.82568310e-07   -7.55919746e-09   -7.39271181e-06   2.02801104e-03    
9.79940905e+01    2.01720444e-10    5.38249296e-10    1.05567605e-03    4.90089007e-04    1.23643159e-04    9.42640925e-04    6.44993781e-06    -1.08395460e-05   1.92278107e-05    3.70107998e-06    1.55788925e-06    6.53857532e-06    5.77919026e-07    -1.45878357e-07   -3.25726910e-07   1.28516095e-03    2.31047512e-03    
9.82100951e+01    3.39654601e-10    6.00963403e-10    3.99924504e-04    8.86852929e-04    5.63668746e-05    1.05444346e-03    6.37375877e-06    -1.78088015e-05   2.12208042e-05    6.12639959e-06    7.09645820e-07    7.28007896e-06    6.37772057e-07    -1.44334858e-07   -5.35122840e-07   2.16393946e-03    2.57968009e-03    
9.84020992e+01    5.07434484e-10    3.68940638e-10    -2.23877212e-04   1.28598450e-03    -7.59183312e-06   6.52682479e-04    6.76433892e-06    -2.64885991e-05   1.30117080e-05    9.03493534e-06    -8.99654055e-08   4.43107973e-06    3.90976523e-07    -1.53160423e-07   -7.95763583e-07   3.23286510e-03    1.58370512e-03    
9.85881032e+01    4.14165408e-10    4.70807327e-10    1.77764873e-03    1.05644759e-03    1.96111720e-04    8.05682820e-04    1.03477808e-05    -2.16104263e-05   1.66129868e-05    7.30649476e-06    2.45450476e-06    5.56818584e-06    4.98882718e-07    -2.33872069e-07   -6.48941732e-07   2.63864781e-03    2.02097545e-03    
9.86151037e+01    3.70305246e-10    4.37408054e-10    1.67687857e-03    9.56174748e-04    1.86549348e-04    7.63239385e-04    1.02506882e-05    -1.92783384e-05   1.53989187e-05    6.62384759e-06    2.33489723e-06    5.24396406e-06    4.62414924e-07    -2.31603502e-07   -5.78886932e-07   2.35921472e-03    1.87760660e-03    
9.88131080e+01    3.40320273e-10    3.99672033e-10    2.24306085e-03    8.74746265e-04    2.43732763e-04    6.91375149e-04    9.85268646e-06    -1.77358150e-05   1.40621904e-05    6.03675264e-06    3.04300103e-06    4.73438706e-06    4.22173789e-07    -2.22569523e-07   -5.32504357e-07   2.16818046e-03    1.71562192e-03    
9.90261125e+01    5.33256086e-10    6.36192252e-10    3.05686754e-03    1.38867262e-03    3.25933583e-04    1.10371923e-03    1.09101563e-05    -2.75239253e-05   2.22066699e-05    9.29396343e-06    4.05486684e-06    7.43437069e-06    6.66547100e-07    -2.46712804e-07   -8.26207465e-07   3.39737452e-03    2.73090254e-03    
9.92151165e+01    4.97140388e-10    4.21515210e-10    4.08307665e-03    1.23274550e-03    4.29628665e-04    7.64487542e-04    1.18224847e-05    -2.56003948e-05   1.44766087e-05    8.69594818e-06    5.33297511e-06    4.82382381e-06    4.34251392e-07    -2.67048444e-07   -7.68230385e-07   3.16728141e-03    1.80938538e-03    
9.92331169e+01    4.40924524e-10    3.40710536e-10    4.04791714e-03    1.13149655e-03    4.27863347e-04    5.92968983e-04    1.19943456e-05    -2.27253084e-05   1.18850593e-05    7.74620700e-06    5.31109138e-06    3.95776948e-06    3.56465599e-07    -2.70823228e-07   -6.81938072e-07   2.80913014e-03    1.46252531e-03    
9.94461215e+01    2.00249653e-10    3.33750943e-10    3.93964229e-03    5.44862889e-04    4.15650342e-04    5.79057293e-04    1.16232007e-05    -1.03719677e-05   1.15898462e-05    3.52104930e-06    5.14885534e-06    3.85057752e-06    3.47559422e-07    -2.62140426e-07   -3.11147494e-07   1.27579054e-03    1.43265074e-03    
9.96501258e+01    4.06153240e-10    -1.10645969e-11   4.90147062e-03    1.02714096e-03    5.12082348e-04    3.74327707e-09    1.25914556e-05    -2.07386405e-05   -3.96022503e-07   7.08905245e-06    6.33025374e-06    -2.43345623e-07   -1.22332572e-08   -2.83923242e-07   -6.22092349e-07   2.58760229e-03    -4.74956048e-05   
9.96561260e+01    3.62946447e-10    -1.47775771e-11   4.76843095e-03    9.28955445e-04    5.00908404e-04    -2.31613067e-05   1.24417816e-05    -1.85884261e-05   -4.72067838e-07   6.40349033e-06    6.19312435e-06    -2.68116505e-07   -1.45089471e-08   -2.80511464e-07   -5.57581219e-07   2.31233181e-03    -6.34338483e-05   
9.98541302e+01    6.23762523e-10    3.14662933e-10    4.11961523e-03    1.56453253e-03    4.33436204e-04    5.03860637e-04    1.31958366e-05    -3.18852180e-05   1.09442818e-05    1.08302823e-05    5.34966804e-06    3.62289217e-06    3.28078914e-07    -2.98011292e-07   -9.56497630e-07   3.97399103e-03    1.35071403e-03    
1.00061135e+02    5.95599226e-10    2.13028980e-10    4.03095538e-03    1.46299708e-03    4.23118816e-04    3.86820761e-04    1.24753511e-05    -3.04771483e-05   7.27614715e-06    1.02716263e-05    5.21295663e-06    2.35722156e-06    2.17985376e-07    -2.81625235e-07   -9.14132727e-07   3.79456267e-03    9.14442735e-04    
1.00250139e+02    5.01350574e-10    2.38804084e-10    3.37192885e-03    1.27305832e-03    3.55359648e-04    4.09548541e-04    1.33116613e-05    -2.55227366e-05   8.21293106e-06    8.56442361e-06    4.37096579e-06    2.66475369e-06    2.46068726e-07    -3.00299643e-07   -7.65339545e-07   3.19410450e-03    1.02508428e-03    
1.00265139e+02    4.46236810e-10    2.01258196e-10    3.33957570e-03    1.13403289e-03    3.53639941e-04    3.47026636e-04    1.32563534e-05    -2.27271732e-05   6.93872518e-06    7.73798957e-06    4.34959118e-06    2.27197151e-06    2.07849959e-07    -2.98961816e-07   -6.81488875e-07   2.84297472e-03    8.63915771e-04    
1.00439143e+02    3.97681456e-10    1.06886119e-10    4.48519476e-03    1.00718883e-03    4.69634123e-04    2.16330387e-04    1.44716785e-05    -2.02887011e-05   3.65478665e-06    6.88813160e-06    5.76405465e-06    1.10865001e-06    1.09270402e-07    -3.26137237e-07   -6.08389818e-07   2.53362856e-03    4.58816611e-04    
1.00628147e+02    4.25954833e-10    -5.36318585e-11   4.93777323e-03    1.03940104e-03    5.14291991e-04    -8.40720836e-05   1.42168216e-05    -2.15006023e-05   -1.77822214e-06   7.47464459e-06    6.30362715e-06    -7.59703034e-07   -5.37346501e-08   -3.20296206e-07   -6.44746932e-07   2.71375824e-03    -2.30218740e-04   
1.00823151e+02    3.48055629e-10    -2.54868302e-10   5.77123476e-03    8.99111641e-04    5.97513709e-04    -4.14109586e-04   1.59912320e-05    -1.73998409e-05   -8.57772411e-06   6.09384718e-06    7.31074740e-06    -3.15597881e-06   -2.57748493e-07   -3.59915236e-07   -5.21735267e-07   2.21746241e-03    -1.09404113e-03   
1.00832151e+02    3.05280337e-10    -2.42882976e-10   5.60157645e-03    7.71646727e-04    5.83038225e-04    -4.08524051e-04   1.54910984e-05    -1.53067058e-05   -8.14622563e-06   5.44916001e-06    7.13397533e-06    -3.04620561e-06   -2.44796597e-07   -3.48626155e-07   -4.58962382e-07   1.94494103e-03    -1.04259324e-03   
1.01024155e+02    1.72930417e-10    -3.68167722e-10   5.74788414e-03    4.36054752e-04    5.96588858e-04    -5.86463448e-04   1.69767336e-05    -8.85937193e-06   -1.25608533e-05   3.08760963e-06    7.28753021e-06    -4.48431777e-06   -3.77293351e-07   -3.81741488e-07   -2.65648120e-07   1.10173969e-03    -1.58038732e-03   
1.01042156e+02    1.36523621e-10    -3.26909707e-10   5.61386447e-03    3.53185902e-04    5.85484562e-04    -5.56155727e-04   1.67967798e-05    -6.97710086e-06   -1.10261715e-05   2.51389894e-06    7.15181486e-06    -4.06814523e-06   -3.31252520e-07   -3.77685770e-07   -2.09191104e-07   8.69791992e-04    -1.40328422e-03   
1.01249160e+02    -7.15109503e-11   -3.59476929e-10   4.94123423e-03    -1.61942445e-04   5.15675430e-04    -5.94737010e-04   1.88180171e-05    3.34364251e-06    -1.20684039e-05   -1.13542490e-06   6.28780829e-06    -4.46385394e-06   -3.62606756e-07   -4.22842436e-07   1.00418527e-07    -4.55596265e-04   -1.54308145e-03   
1.01456164e+02    3.27648853e-11    -3.34496203e-11   4.49353479e-03    1.02642604e-04    4.69352598e-04    -5.45840499e-05   1.40163416e-05    -1.85367932e-06   -1.07093485e-06   6.85956775e-07    5.70525614e-06    -5.25724514e-07   -3.25980011e-08   -3.15173076e-07   -5.55714854e-08   2.08745084e-04    -1.43584982e-04   
1.01645168e+02    -1.65326961e-10   2.34723959e-10    4.37617482e-03    -3.76511144e-04   4.56682744e-04    3.85781497e-04    1.46682841e-05    8.05963278e-06    8.07757515e-06    -2.75388281e-06   5.53943415e-06    2.65812917e-06    2.41931958e-07    -3.29795775e-07   2.41894754e-07    -1.05329807e-03   1.00757005e-03    
1.01843173e+02    -2.61590368e-10   4.77046470e-10    4.09440199e-03    -6.23857324e-04   4.26962402e-04    7.79658165e-04    1.73546159e-05    1.28236436e-05    1.63258972e-05    -4.39784612e-06   5.17046828e-06    5.50872139e-06    4.89410174e-07    -3.90215359e-07   3.84863981e-07    -1.66659223e-03   2.04775744e-03    
1.01858173e+02    -2.46424602e-10   4.40299112e-10    3.89246185e-03    -6.02706850e-04   4.08254554e-04    7.49778185e-04    1.68314399e-05    1.20071105e-05    1.49961449e-05    -4.19358906e-06   4.94424021e-06    5.14908452e-06    4.49526487e-07    -3.78412418e-07   3.60357633e-07    -1.56997114e-03   1.89001668e-03    
1.02032177e+02    -4.22547946e-10   5.85515166e-10    3.87476792e-03    -1.03569098e-03   4.05690886e-04    9.78718424e-04    1.96020951e-05    2.08949111e-05    2.00666441e-05    -7.20527231e-06   4.90785971e-06    6.82584714e-06    6.01736094e-07    -4.40575889e-07   6.27153184e-07    -2.69205296e-03   2.51336738e-03    
1.02221181e+02    -3.74794204e-10   5.80471262e-10    3.95917954e-03    -9.00768496e-04   4.13325450e-04    9.84121211e-04    1.64387625e-05    1.84864705e-05    1.98016195e-05    -6.37453586e-06   4.99162867e-06    6.73936150e-06    5.93826320e-07    -3.69498784e-07   5.54865533e-07    -2.38781388e-03   2.49171605e-03    
1.02239181e+02    -3.43303320e-10   5.03637420e-10    3.80306958e-03    -8.48853378e-04   3.99178621e-04    8.62420973e-04    1.59249528e-05    1.68569116e-05    1.71948347e-05    -5.90589364e-06   4.82077713e-06    5.93588930e-06    5.15614267e-07    -3.57890459e-07   5.05962530e-07    -2.18718545e-03   2.16190107e-03    
1.02437185e+02    -4.05095618e-10   5.72799179e-10    4.02136308e-03    -9.90501497e-04   4.20209236e-04    9.89495440e-04    1.60896331e-05    2.01660292e-05    1.97200815e-05    -6.88466392e-06   5.06760859e-06    6.64423533e-06    5.91501556e-07    -3.61538605e-07   6.05393551e-07    -2.58086418e-03   2.45878307e-03    
1.02449186e+02    -3.64919276e-10   5.14972269e-10    3.94433252e-03    -9.08462483e-04   4.14248133e-04    8.86754175e-04    1.56722501e-05    1.81372719e-05    1.77954080e-05    -6.26980220e-06   4.99549870e-06    6.06403025e-06    5.33745342e-07    -3.52154490e-07   5.44500716e-07    -2.32490071e-03   2.21055675e-03    
1.02632189e+02    -3.24537974e-10   6.81413141e-10    4.06643284e-03    -8.12516030e-04   4.25796662e-04    1.13787296e-03    1.65316778e-05    1.62537809e-05    2.37101224e-05    -5.51168338e-06   5.12697292e-06    7.98185988e-06    7.11493141e-07    -3.71704324e-07   4.88135763e-07    -2.06763143e-03   2.92501657e-03    
1.02677190e+02    -3.14304282e-10   6.38796139e-10    3.94027503e-03    -7.76030193e-04   4.14283655e-04    1.09673000e-03    1.58017104e-05    1.55299597e-05    2.19604117e-05    -5.49042591e-06   4.98727003e-06    7.70330629e-06    6.59009821e-07    -3.55234438e-07   4.66419479e-07    -2.00243258e-03   2.74207992e-03    
1.02902195e+02    -2.11206716e-10   5.68417962e-10    3.92952394e-03    -5.10270519e-04   4.11993201e-04    9.80812899e-04    1.41835552e-05    1.05684864e-05    1.98542391e-05    -3.57942506e-06   4.94602109e-06    6.69061013e-06    5.96060234e-07    -3.18946761e-07   3.17584162e-07    -1.34559799e-03   2.43997637e-03    
1.02917196e+02    -1.79070845e-10   5.18444435e-10    3.72069678e-03    -4.48570996e-04   3.92481422e-04    8.99044011e-04    1.39270079e-05    8.96978781e-06    1.82287842e-05    -3.04542734e-06   4.71151426e-06    6.16447436e-06    5.47272575e-07    -3.13182601e-07   2.69572431e-07    -1.14086035e-03   2.22546128e-03    
1.03091199e+02    -1.92056703e-10   3.35680530e-10    3.55150045e-03    -4.55667949e-04   3.74815153e-04    5.61027914e-04    1.32100974e-05    9.70964300e-06    1.19490262e-05    -3.26250810e-06   4.49111078e-06    3.96038314e-06    3.58758340e-07    -2.96878195e-07   2.91914298e-07    -1.22359326e-03   1.44093363e-03    
1.03289203e+02    -1.55527890e-10   1.51267222e-10    3.76026734e-03    -3.93384064e-04   3.95283230e-04    2.90879993e-04    9.87005726e-06    7.77087943e-06    5.36350538e-06    -2.66715351e-06   4.72615879e-06    1.76553499e-06    1.60868836e-07    -2.21614725e-07   2.33652332e-07    -9.90868187e-04   6.49325799e-04    
1.03499208e+02    -2.27689267e-10   1.86931198e-10    4.95940358e-03    -5.27253222e-04   5.16099546e-04    3.47825707e-04    7.07616838e-06    1.14969921e-05    6.60582746e-06    -3.94115722e-06   6.15817630e-06    2.14866122e-06    1.98167977e-07    -1.58732529e-07   3.45632499e-07    -1.45060832e-03   8.02416068e-04    
1.03718213e+02    -3.39406042e-10   2.85682773e-10    4.16650093e-03    -8.70314076e-04   4.33843556e-04    4.82625855e-04    5.19865365e-06    1.71868758e-05    1.00990319e-05    -5.85880484e-06   5.16873535e-06    3.35616593e-06    3.03264422e-07    -1.16500374e-07   5.16674622e-07    -2.16235589e-03   1.22631454e-03    
1.03727213e+02    -2.99527028e-10   2.58199194e-10    4.00276553e-03    -7.50284475e-04   4.19146336e-04    4.48220459e-04    5.19974285e-06    1.51647502e-05    9.13096387e-06    -5.23809771e-06   4.99363303e-06    3.07046143e-06    2.74170521e-07    -1.16545428e-07   4.55881168e-07    -1.90828670e-03   1.10833924e-03    
1.03928217e+02    -4.31302703e-10   4.58105508e-10    3.45103720e-03    -1.05271612e-03   3.61640941e-04    7.52308687e-04    3.56118615e-06    2.20032693e-05    1.62189756e-05    -7.55056009e-06   4.30719497e-06    5.49300254e-06    4.87369805e-07    -7.97359999e-08   6.61503258e-07    -2.74782952e-03   1.96645195e-03    
1.03937217e+02    -3.93839315e-10   4.35434518e-10    3.33689868e-03    -9.91179101e-04   3.51594109e-04    7.55137182e-04    3.57071354e-06    2.00928604e-05    1.54298216e-05    -6.95287415e-06   4.18820757e-06    5.26868875e-06    4.63659111e-07    -7.99545601e-08   6.04073033e-07    -2.50915027e-03   1.86913504e-03    
1.04132221e+02    -2.41390572e-10   5.63094646e-10    3.63032804e-03    -6.15498770e-04   3.80817272e-04    9.37610772e-04    4.91879766e-06    1.23397735e-05    2.00651175e-05    -4.18617234e-06   4.52417509e-06    6.75411330e-06    6.03120001e-07    -1.10732288e-07   3.71072136e-07    -1.53789933e-03   2.41712564e-03    
1.04183223e+02    -1.97428056e-10   5.59832422e-10    3.45003808e-03    -4.88391528e-04   3.63523033e-04    9.73897843e-04    4.17353577e-06    1.00511182e-05    1.99217178e-05    -3.44779450e-06   4.31748527e-06    6.79305549e-06    5.98882213e-07    -9.39972628e-08   3.02266766e-07    -1.25781414e-03   2.40312229e-03    
1.04351226e+02    -2.22073083e-10   5.17489855e-10    5.31598610e-03    -5.22458693e-04   5.53370570e-04    8.91882221e-04    3.64657918e-06    1.14176736e-05    1.85758265e-05    -3.85016299e-06   6.55727359e-06    6.17390827e-06    5.58375842e-07    -8.20407259e-08   3.43388890e-07    -1.41482761e-03   2.22136368e-03    
1.04543230e+02    -1.70302429e-10   3.77260463e-10    5.47956038e-03    -4.43841858e-04   5.69074453e-04    6.65994528e-04    5.42475877e-06    8.65473631e-06    1.34273305e-05    -2.95716968e-06   6.72819354e-06    4.50310868e-06    4.03530836e-07    -1.21934467e-07   2.60357036e-07    -1.08499678e-03   1.61941859e-03    
1.04732234e+02    -1.54525730e-10   3.29741814e-10    4.83714985e-03    -3.92927517e-04   5.02534417e-04    5.49632838e-04    8.31949588e-06    7.73640566e-06    1.16305605e-05    -2.71817675e-06   5.93150158e-06    4.00180600e-06    3.49519228e-07    -1.86964999e-07   2.32811286e-07    -9.84483427e-04   1.41544126e-03    
1.04924238e+02    -1.46220520e-10   4.43268947e-10    5.47506904e-03    -3.80144405e-04   5.66318922e-04    8.02451576e-04    8.32270199e-06    7.34318041e-06    1.55797886e-05    -2.52124835e-06   6.67224433e-06    5.28188565e-06    4.68269535e-07    -1.87063676e-07   2.20966093e-07    -9.31570930e-04   1.90276491e-03    
1.05116242e+02    -1.86633320e-10   6.77650129e-10    6.05697051e-03    -4.29112182e-04   6.24049476e-04    1.12284638e-03    8.14632164e-06    9.53826705e-06    2.41348493e-05    -3.22894276e-06   7.34198368e-06    8.06793556e-06    7.25440643e-07    -1.83324109e-07   2.86931657e-07    -1.18904088e-03   2.90886357e-03    
1.05134243e+02    -1.69561872e-10   6.14645489e-10    5.83681266e-03    -4.23974097e-04   6.04232040e-04    1.06685714e-03    7.88820566e-06    8.52758630e-06    2.16700305e-05    -2.97129457e-06   7.10890998e-06    7.44907581e-06    6.51304644e-07    -1.77458206e-07   2.56523051e-07    -1.08027868e-03   2.63841146e-03    
1.05305246e+02    -1.11602589e-10   3.56403074e-10    6.35753029e-03    -2.64942193e-04   6.56865544e-04    6.23002955e-04    3.87844051e-06    5.58670508e-06    1.26330893e-05    -1.91392737e-06   7.70956012e-06    4.21889989e-06    3.79524498e-07    -8.72168414e-08   1.68016411e-07    -7.11020098e-04   1.52988670e-03    
1.05491250e+02    -7.96215135e-11   2.55491140e-10    5.83076361e-03    -1.84127170e-04   6.02169063e-04    4.59946017e-04    5.67217715e-06    3.90512211e-06    8.96914419e-06    -1.35442904e-06   7.05379977e-06    2.99956804e-06    2.69346440e-07    -1.27422003e-07   1.17486353e-07    -5.07268662e-04   1.09671471e-03    
1.05689255e+02    2.23490880e-10    1.65609017e-10    6.40523023e-03    5.43214669e-04    6.59377522e-04    3.30364109e-04    8.57004812e-06    -1.17120571e-05   5.67855776e-06    4.11387213e-06    7.70394953e-06    1.85602121e-06    1.70326884e-07    -1.93003979e-07   -3.52008446e-07   1.42386040e-03    7.10889019e-04    
