time           x0             x1             x2             x3             x4             x5             x6             x7             x8             x9             x10            x11            x12            x13            x14            
148.9090       0.0000         0.0000         -0.0013        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.0029       0.0000         0.0000         -0.0011        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.1018       0.0000         0.0000         -0.0011        0.0001         -0.0001        0.0002         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.2047       0.0000         0.0000         -0.0011        0.0001         -0.0001        0.0002         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.3081       0.0000         0.0000         -0.0009        0.0001         -0.0001        0.0002         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.4056       0.0000         0.0000         -0.0008        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.5066       0.0000         0.0000         -0.0011        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.6067       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.7030       0.0000         0.0000         -0.0010        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.8080       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
149.9025       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.0064       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.1066       0.0000         0.0000         -0.0009        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.2064       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.3060       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.4033       0.0000         0.0000         -0.0009        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.5062       0.0000         0.0000         -0.0008        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.6036       0.0000         0.0000         -0.0007        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.7026       0.0000         0.0000         -0.0007        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.8069       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
150.9027       0.0000         0.0000         -0.0005        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.0063       0.0000         0.0000         -0.0005        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.1069       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.2065       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.3050       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.4075       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.5066       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.6055       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.7034       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.8027       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
151.9051       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.0080       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.1027       0.0000         0.0000         -0.0006        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.2060       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.3068       -0.0000        0.0000         -0.0005        -0.0000        -0.0001        0.0001         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
152.4059       -0.0000        0.0000         -0.0006        -0.0000        -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.5036       -0.0000        0.0000         -0.0006        -0.0000        -0.0001        0.0001         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
152.6065       0.0000         0.0000         -0.0004        0.0000         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.7050       0.0000         0.0000         -0.0003        0.0000         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.8069       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
152.9022       0.0000         0.0000         -0.0004        0.0000         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.0020       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.1075       0.0000         0.0000         -0.0002        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.2036       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.3085       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.4080       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.5081       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.6079       0.0000         0.0000         -0.0004        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.7049       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.8087       0.0000         0.0000         -0.0004        0.0001         -0.0000        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
153.9055       0.0000         0.0000         -0.0004        0.0001         -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
154.0031       0.0000         -0.0000        -0.0004        0.0001         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.1060       0.0000         -0.0000        -0.0004        0.0001         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.2062       0.0000         -0.0000        -0.0004        0.0001         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.3093       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
154.4067       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.5059       0.0000         -0.0000        -0.0006        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.6028       0.0000         -0.0000        -0.0005        0.0001         -0.0001        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.7076       0.0000         -0.0000        -0.0005        0.0002         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.8050       0.0000         -0.0000        -0.0005        0.0002         -0.0001        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
154.9084       0.0000         -0.0000        -0.0005        0.0002         -0.0001        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.0076       0.0000         -0.0000        -0.0003        0.0002         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.1082       0.0000         -0.0000        -0.0003        0.0002         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.2036       0.0000         -0.0000        -0.0002        0.0002         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.3031       0.0000         -0.0000        -0.0002        0.0001         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.4040       0.0000         0.0000         -0.0003        0.0001         -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.5056       0.0000         -0.0000        -0.0003        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.6064       0.0000         -0.0000        -0.0002        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.7029       0.0000         -0.0000        -0.0002        0.0001         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.8037       0.0000         -0.0000        -0.0003        0.0001         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
155.9085       0.0000         -0.0000        -0.0004        0.0001         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
156.0060       0.0000         -0.0000        -0.0003        0.0001         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
156.1054       0.0000         -0.0000        -0.0003        0.0000         -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
156.2014       -0.0000        -0.0000        -0.0003        -0.0000        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
156.3057       -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
156.4075       -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
156.5025       -0.0000        -0.0000        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
156.6037       -0.0000        -0.0000        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
156.7063       -0.0000        -0.0000        0.0001         -0.0002        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
156.8028       -0.0000        0.0000         0.0001         -0.0001        0.0000         0.0000         -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         0.0000         0.0000         
156.9048       -0.0000        -0.0000        -0.0000        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.0061       -0.0000        -0.0000        -0.0001        -0.0001        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.1078       -0.0000        -0.0000        -0.0001        -0.0001        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.2055       -0.0000        -0.0000        0.0001         -0.0001        0.0000         -0.0001        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
157.3034       -0.0000        -0.0000        0.0000         -0.0001        0.0000         -0.0001        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
157.4059       -0.0000        -0.0000        -0.0000        -0.0001        0.0000         -0.0002        -0.0000        0.0000         -0.0000        -0.0000        0.0000         -0.0000        -0.0000        0.0000         0.0000         
157.5028       -0.0000        -0.0000        -0.0001        -0.0001        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.6065       -0.0000        -0.0000        -0.0001        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.7084       -0.0000        -0.0000        -0.0002        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.8060       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
157.9046       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.0062       -0.0000        -0.0000        -0.0002        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.1028       -0.0000        -0.0000        -0.0002        -0.0003        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.2056       -0.0000        -0.0000        -0.0002        -0.0003        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.3067       -0.0000        -0.0000        -0.0002        -0.0003        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.4078       -0.0000        -0.0000        -0.0000        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.5040       -0.0000        -0.0000        -0.0002        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.6054       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.7027       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.8082       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0002        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
158.9083       -0.0000        -0.0000        -0.0002        -0.0002        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.0028       -0.0000        -0.0000        -0.0002        -0.0002        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.1026       -0.0000        -0.0000        -0.0004        -0.0002        -0.0000        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.2056       -0.0000        -0.0000        -0.0003        -0.0002        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.3065       -0.0000        -0.0000        -0.0004        -0.0002        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.4059       -0.0000        -0.0000        -0.0005        -0.0002        -0.0001        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.5054       -0.0000        -0.0000        -0.0006        -0.0002        -0.0001        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.6061       -0.0000        -0.0000        -0.0006        -0.0002        -0.0001        -0.0001        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.7022       -0.0000        -0.0000        -0.0005        -0.0002        -0.0001        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.8055       -0.0000        -0.0000        -0.0004        -0.0002        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
159.9052       -0.0000        -0.0000        -0.0004        -0.0001        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         0.0000         
160.0079       -0.0000        0.0000         -0.0006        -0.0001        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.1058       -0.0000        0.0000         -0.0006        -0.0001        -0.0001        0.0001         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.2026       -0.0000        0.0000         -0.0006        -0.0001        -0.0001        0.0001         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.3082       -0.0000        0.0000         -0.0007        -0.0001        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.4098       -0.0000        0.0000         -0.0007        -0.0001        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.5075       -0.0000        0.0000         -0.0008        -0.0001        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.6067       -0.0000        -0.0000        -0.0008        -0.0001        -0.0001        -0.0000        -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.7036       -0.0000        0.0000         -0.0007        -0.0000        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.8068       -0.0000        0.0000         -0.0008        -0.0000        -0.0001        0.0000         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
160.9071       -0.0000        0.0000         -0.0007        -0.0000        -0.0001        0.0001         -0.0000        0.0000         0.0000         -0.0000        -0.0000        0.0000         0.0000         0.0000         0.0000         
161.0029       0.0000         0.0000         -0.0008        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.1034       0.0000         0.0000         -0.0007        0.0000         -0.0001        0.0001         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.2026       0.0000         0.0000         -0.0007        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.3082       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.4017       0.0000         0.0000         -0.0009        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.5074       0.0000         0.0000         -0.0009        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.6081       0.0000         0.0000         -0.0010        0.0000         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.7083       0.0000         0.0000         -0.0011        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
161.8022       0.0000         0.0000         -0.0011        0.0001         -0.0001        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
161.9076       0.0000         -0.0000        -0.0011        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.0067       0.0000         -0.0000        -0.0011        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.1024       0.0000         -0.0000        -0.0011        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.2074       0.0000         -0.0000        -0.0010        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.3022       0.0000         -0.0000        -0.0010        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.4083       0.0000         -0.0000        -0.0010        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.5074       0.0000         -0.0000        -0.0008        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.6032       0.0000         -0.0000        -0.0008        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.7068       0.0000         -0.0000        -0.0009        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
162.8057       0.0000         0.0000         -0.0008        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
162.9059       0.0000         -0.0000        -0.0009        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.0062       0.0000         0.0000         -0.0008        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
163.1025       0.0000         0.0000         -0.0008        0.0002         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
163.2063       0.0000         0.0000         -0.0008        0.0002         -0.0001        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.3059       0.0000         -0.0000        -0.0008        0.0002         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.4046       0.0000         0.0000         -0.0007        0.0002         -0.0001        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.5063       0.0000         0.0000         -0.0007        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
163.6029       0.0000         -0.0000        -0.0007        0.0001         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.7082       0.0000         -0.0000        -0.0006        0.0002         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
163.8084       0.0000         0.0000         -0.0006        0.0002         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
163.9026       0.0000         -0.0000        -0.0006        0.0002         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
164.0064       0.0000         0.0000         -0.0006        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
164.1052       0.0000         0.0000         -0.0005        0.0001         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
164.2058       0.0000         -0.0000        -0.0005        0.0002         -0.0001        -0.0000        -0.0000        -0.0000        -0.0000        0.0000         -0.0000        -0.0000        -0.0000        0.0000         -0.0000        
164.3020       0.0000         0.0000         -0.0005        0.0002         -0.0001        0.0000         -0.0000        -0.0000        0.0000         0.0000         -0.0000        0.0000         0.0000         0.0000         -0.0000        
