# time_s	timestamp_ns	roll	pitch	yaw
0.219933	1785413105129947648	0.0000000000	0.0000000000	0.8831331711
0.222310	1785413105132947712	0.0000000000	0.0000000000	0.8831331711
0.224392	1785413105135947776	0.0000000000	0.0000000000	0.8831331711
0.226901	1785413105138947840	0.0000000000	0.0000000000	0.8831331711
0.228993	1785413105138947840	0.0000000000	0.0000000000	0.8831331711
0.230989	1785413105141947904	0.0000000000	0.0000000000	0.8831331711
0.233276	1785413105144947968	0.0000000000	0.0000000000	0.8831331711
0.238313	1785413105147948032	0.0000000000	0.0000000000	0.8831331711
0.243330	1785413105153948160	0.0000000000	0.0000000000	0.8831331711
0.248394	1785413105159948288	0.0000000000	0.0000000000	0.8831331711
0.253753	1785413105162948352	0.0000000000	0.0000000000	0.8831331711
0.258383	1785413105168948480	0.0000000000	0.0000000000	0.8831331711
0.262628	1785413105171948544	0.0000000000	0.0000000000	0.8831331711
0.268220	1785413105177948672	0.0000000000	0.0000000000	0.8831331711
0.273955	1785413105183948800	0.0000000000	0.0000000000	0.8831331711
0.278441	1785413105189948928	0.0000000000	0.0000000000	0.8831331711
0.282875	1785413105192948992	0.0000000000	0.0000000000	0.8831331711
0.288390	1785413105198949120	0.0000000000	0.0000000000	0.8831331711
0.293563	1785413105204949248	0.0000000000	0.0000000000	0.8831331711
0.298631	1785413105207949312	0.0000000000	0.0000000000	0.8831331711
0.303065	1785413105213949440	0.0000000000	0.0000000000	0.8831331711
0.308208	1785413105219949568	0.0000000000	0.0000000000	0.8831331711
0.331285	1785413105240950016	0.0000000000	0.0000000000	0.8831331711
0.333369	1785413105243950080	0.0000000000	0.0000000000	0.8831331711
0.335569	1785413105246950144	0.0000000000	0.0000000000	0.8831331711
0.337702	1785413105246950144	0.0000000000	0.0000000000	0.8831331711
0.339208	1785413105249950208	0.0000000000	0.0000000000	0.8831331711
0.341357	1785413105252950272	0.0000000000	0.0000000000	0.8831331711
0.343388	1785413105252950272	0.0000000000	0.0000000000	0.8831331711
0.348702	1785413105258950400	0.0000000000	0.0000000000	0.8831331711
0.352877	1785413105261950464	0.0000000000	0.0000000000	0.8831331711
0.358249	1785413105267950592	0.0000000000	0.0000000000	0.8831331711
0.362603	1785413105273950720	0.0000000000	0.0000000000	0.8831331711
0.368587	1785413105279950848	0.0000000000	0.0000000000	0.8831331711
0.372626	1785413105282950912	0.0000000000	0.0000000000	0.8831331711
0.377974	1785413105288951040	0.0000000000	0.0000000000	0.8831331711
0.383740	1785413105294951168	0.0000000000	0.0000000000	0.8831331711
0.388711	1785413105300951296	0.0000000000	0.0000000000	0.8831331711
0.394236	1785413105303951360	0.0000000000	0.0000000000	0.8831331711
0.398890	1785413105309951488	0.0000000000	0.0000000000	0.8831331711
0.403102	1785413105312951552	0.0000000000	0.0000000000	0.8831331711
0.407727	1785413105318951680	0.0000000000	0.0000000000	0.8831331711
0.413302	1785413105324951808	0.0000000000	0.0000000000	0.8831331711
0.419063	1785413105330951936	0.0000000000	0.0000000000	0.8831331711
0.443175	1785413105333952000	0.0000000000	0.0000000000	0.8831331711
0.445973	1785413105354952448	0.0000000000	0.0000000000	0.8831331711
0.447903	1785413105357952512	0.0000000000	0.0000000000	0.8831331711
0.449857	1785413105360952576	0.0000000000	0.0000000000	0.8831331711
0.451734	1785413105360952576	0.0000000000	0.0000000000	0.8831331711
0.453767	1785413105363952640	0.0000000000	0.0000000000	0.8831331711
0.456821	1785413105366952704	0.0000000000	0.0000000000	0.8831331711
0.458889	1785413105369952768	0.0000000000	0.0000000000	0.8831331711
0.463106	1785413105372952832	0.0000000000	0.0000000000	0.8831331711
0.468076	1785413105378952960	0.0000000000	0.0000000000	0.8831331711
0.473204	1785413105384953088	0.0000000000	0.0000000000	0.8831331711
0.478284	1785413105387953152	0.0000000000	0.0000000000	0.8831331711
0.484304	1785413105393953280	0.0000000000	0.0000000000	0.8831331711
0.488315	1785413105399953408	0.0000000000	0.0000000000	0.8831331711
0.494610	1785413105405953536	0.0000000000	0.0000000000	0.8831331711
0.497623	1785413105408953600	0.0000000000	0.0000000000	0.8831331711
0.502872	1785413105414953728	0.0000000000	0.0000000000	0.8831331711
0.508999	1785413105417953792	0.0000000000	0.0000000000	0.8831331711
0.513190	1785413105423953920	0.0000000000	0.0000000000	0.8831331711
0.518599	1785413105429954048	0.0000000000	0.0000000000	0.8831331711
0.522871	1785413105432954112	0.0000000000	0.0000000000	0.8831331711
0.549251	1785413105456954624	0.0000000000	0.0000000000	0.8831331711
0.551297	1785413105462954752	0.0000000000	0.0000000000	0.8831331711
0.553722	1785413105462954752	0.0000000000	0.0000000000	0.8831331711
0.555561	1785413105465954816	0.0000000000	0.0000000000	0.8831331711
0.557569	1785413105468954880	0.0000000000	0.0000000000	0.8831331711
0.559528	1785413105468954880	0.0000000000	0.0000000000	0.8831331711
0.561939	1785413105471954944	0.0000000000	0.0000000000	0.8831331711
0.564027	1785413105474955008	0.0000000000	0.0000000000	0.8831331711
0.568939	1785413105477955072	0.0000000000	0.0000000000	0.8831331711
0.572739	1785413105483955200	0.0000000000	0.0000000000	0.8831331711
0.578845	1785413105489955328	0.0000000000	0.0000000000	0.8831331711
0.582940	1785413105492955392	0.0000000000	0.0000000000	0.8831331711
0.588572	1785413105498955520	0.0000000000	0.0000000000	0.8831331711
0.592591	1785413105501955584	0.0000000000	0.0000000000	0.8831331711
0.598643	1785413105507955712	0.0000000000	0.0000000000	0.8831331711
0.602638	1785413105513955840	0.0000000000	0.0000000000	0.8831331711
0.608593	1785413105519955968	0.0000000000	0.0000000000	0.8831331711
0.612804	1785413105522956032	0.0000000000	0.0000000000	0.8831331711
0.618245	1785413105528956160	0.0000000000	0.0000000000	0.8831331711
0.623668	1785413105534956288	0.0000000000	0.0000000000	0.8831331711
0.628630	1785413105537956352	0.0000000000	0.0000000000	0.8831331711
0.632706	1785413105543956480	0.0000000000	0.0000000000	0.8831331711
0.637878	1785413105546956544	0.0000000000	0.0000000000	0.8831331711
0.643420	1785413105552956672	0.0000000000	0.0000000000	0.8831331711
0.657499	1785413105567956992	0.0000000000	0.0000000000	0.8831331711
0.670916	1785413105579957248	0.0000000000	0.0000000000	0.8831331711
0.673493	1785413105582957312	0.0000000000	0.0000000000	0.8831331711
0.675493	1785413105585957376	0.0000000000	0.0000000000	0.8831331711
0.677502	1785413105588957440	0.0000000000	0.0000000000	0.8831331711
0.678839	1785413105588957440	0.0000000000	0.0000000000	0.8831331711
0.681851	1785413105591957504	0.0000000000	0.0000000000	0.8831331711
0.683861	1785413105594957568	0.0000000000	0.0000000000	0.8831331711
0.688378	1785413105597957632	0.0000000000	0.0000000000	0.8831331711
0.692974	1785413105603957760	0.0000000000	0.0000000000	0.8831331711
0.698650	1785413105609957888	0.0000000000	0.0000000000	0.8831331711
0.704084	1785413105612957952	0.0000000000	0.0000000000	0.8831331711
0.708640	1785413105618958080	0.0000000000	0.0000000000	0.8831331711
0.712920	1785413105624958208	0.0000000000	0.0000000000	0.8831331711
0.718352	1785413105627958272	0.0000000000	0.0000000000	0.8831331711
0.722762	1785413105633958400	0.0000000000	0.0000000000	0.8831331711
0.728345	1785413105639958528	0.0000000000	0.0000000000	0.8831331711
0.732803	1785413105642958592	0.0000000000	0.0000000000	0.8831331711
0.738745	1785413105648958720	0.0000000000	0.0000000000	0.8831331711
0.742801	1785413105654958848	0.0000000000	0.0000000000	0.8831331711
0.747687	1785413105657958912	0.0000000000	0.0000000000	0.8831331711
0.752200	1785413105663959040	0.0000000000	0.0000000000	0.8831331711
0.759303	1785413105669959168	0.0000000000	0.0000000000	0.8831331711
0.785243	1785413105693959680	0.0000000000	0.0000000000	0.8831331711
0.787408	1785413105696959744	0.0000000000	0.0000000000	0.8831331711
0.789446	1785413105699959808	0.0000000000	0.0000000000	0.8831331711
0.791625	1785413105702959872	0.0000000000	0.0000000000	0.8831331711
0.793782	1785413105705959936	0.0000000000	0.0000000000	0.8831331711
0.796815	1785413105705959936	0.0000000000	0.0000000000	0.8831331711
0.798856	1785413105708960000	0.0000000000	0.0000000000	0.8831331711
0.800362	1785413105711960064	0.0000000000	0.0000000000	0.8831331711
0.804073	1785413105714960128	0.0000000000	0.0000000000	0.8831331711
0.808729	1785413105720960256	0.0000000000	0.0000000000	0.8831331711
0.813491	1785413105723960320	0.0000000000	0.0000000000	0.8831331711
0.818399	1785413105729960448	0.0000000000	0.0000000000	0.8831331711
0.823688	1785413105732960512	0.0000000000	0.0000000000	0.8831331711
0.827614	1785413105738960640	0.0000000000	0.0000000000	0.8831331711
0.832856	1785413105744960768	0.0000000000	0.0000000000	0.8831331711
0.838530	1785413105747960832	0.0000000000	0.0000000000	0.8831331711
0.843020	1785413105753960960	0.0000000000	0.0000000000	0.8831331711
0.849015	1785413105759961088	0.0000000000	0.0000000000	0.8831331711
0.852970	1785413105762961152	0.0000000000	0.0000000000	0.8831331711
0.858682	1785413105768961280	0.0000000000	0.0000000000	0.8831331711
0.862193	1785413105771961344	0.0000000000	0.0000000000	0.8831331711
0.869255	1785413105777961472	0.0000000000	0.0000000000	0.8831331711
0.892544	1785413105801961984	0.0000000000	0.0000000000	0.8831331711
0.895548	1785413105804962048	0.0000000000	0.0000000000	0.8831331711
0.897674	1785413105807962112	0.0000000000	0.0000000000	0.8831331711
0.899499	1785413105810962176	0.0000000000	0.0000000000	0.8831331711
0.901361	1785413105810962176	0.0000000000	0.0000000000	0.8831331711
0.903760	1785413105813962240	0.0000000000	0.0000000000	0.8831331711
0.906266	1785413105816962304	0.0000000000	0.0000000000	0.8831331711
0.908216	1785413105819962368	0.0000000000	0.0000000000	0.8831331711
0.913637	1785413105822962432	0.0000000000	0.0000000000	0.8831331711
0.918237	1785413105828962560	0.0000000000	0.0000000000	0.8831331711
0.923547	1785413105834962688	0.0000000000	0.0000000000	0.8831331711
0.927656	1785413105837962752	0.0000000000	0.0000000000	0.8831331711
0.932852	1785413105843962880	0.0000000000	0.0000000000	0.8831331711
0.938109	1785413105849963008	0.0000000000	0.0000000000	0.8831331711
0.943699	1785413105852963072	0.0000000000	0.0000000000	0.8831331711
0.947962	1785413105858963200	0.0000000000	0.0000000000	0.8831331711
0.952747	1785413105864963328	0.0000000000	0.0000000000	0.8831331711
0.958067	1785413105867963392	0.0000000000	0.0000000000	0.8831331711
0.963444	1785413105873963520	0.0000000000	0.0000000000	0.8831331711
0.967930	1785413105876963584	0.0000000000	0.0000000000	0.8831331711
0.973125	1785413105882963712	0.0000000000	0.0000000000	0.8831331711
1.000269	1785413105888963840	0.0000000000	0.0000000000	0.8831331711
1.002124	1785413105912964352	0.0000000000	0.0000000000	0.8831331711
1.004288	1785413105915964416	0.0000000000	0.0000000000	0.8831331711
1.006486	1785413105915964416	0.0000000000	0.0000000000	0.8831331711
1.007988	1785413105918964480	0.0000000000	0.0000000000	0.8831331711
1.011476	1785413105921964544	0.0000000000	0.0000000000	0.8831331711
1.012978	1785413105924964608	0.0000000000	0.0000000000	0.8831331711
1.014105	1785413105924964608	0.0000000000	0.0000000000	0.8831331711
1.017638	1785413105927964672	0.0000000000	0.0000000000	0.8831331711
1.022911	1785413105933964800	0.0000000000	0.0000000000	0.8831331711
1.028541	1785413105939964928	0.0000000000	0.0000000000	0.8831331711
1.032966	1785413105942964992	0.0000000000	0.0000000000	0.8831331711
1.038442	1785413105948965120	0.0000000000	0.0000000000	0.8831331711
1.043214	1785413105954965248	0.0000000000	0.0000000000	0.8831331711
1.048831	1785413105957965312	0.0000000000	0.0000000000	0.8831331711
1.052849	1785413105963965440	0.0000000000	0.0000000000	0.8831331711
1.058123	1785413105969965568	0.0000000000	0.0000000000	0.8831331711
1.064081	1785413105972965632	0.0000000000	0.0000000000	0.8831331711
1.067832	1785413105978965760	0.0000000000	0.0000000000	0.8831331711
1.072955	1785413105981965824	0.0000000000	0.0000000000	0.8831331711
1.078553	1785413105987965952	0.0000000000	0.0000000000	0.8831331711
1.084103	1785413105993966080	0.0000000000	0.0000000000	0.8831331711
1.108545	1785413106017966592	0.0000000000	0.0000000000	0.8831331711
1.110488	1785413106020966656	0.0000000000	0.0000000000	0.8831331711
1.112343	1785413106023966720	0.0000000000	0.0000000000	0.8831331711
1.113845	1785413106023966720	0.0000000000	0.0000000000	0.8831331711
1.116357	1785413106026966784	0.0000000000	0.0000000000	0.8831331711
1.118724	1785413106029966848	0.0000000000	0.0000000000	0.8831331711
1.120251	1785413106029966848	0.0000000000	0.0000000000	0.8831331711
1.122288	1785413106032966912	0.0000000000	0.0000000000	0.8831331711
1.128042	1785413106038967040	0.0000000000	0.0000000000	0.8831331711
1.133088	1785413106044967168	0.0000000000	0.0000000000	0.8831331711
1.138691	1785413106047967232	0.0000000000	0.0000000000	0.8831331711
1.143556	1785413106053967360	0.0000000000	0.0000000000	0.8831331711
1.148592	1785413106059967488	0.0000000000	0.0000000000	0.8831331711
1.152983	1785413106062967552	0.0000000000	0.0000000000	0.8831331711
1.158099	1785413106068967680	0.0000000000	0.0000000000	0.8831331711
1.163940	1785413106074967808	0.0000000000	0.0000000000	0.8831331711
1.168418	1785413106077967872	0.0000000000	0.0000000000	0.8831331711
1.172937	1785413106083968000	0.0000000000	0.0000000000	0.8831331711
1.177705	1785413106086968064	0.0000000000	0.0000000000	0.8831331711
1.183123	1785413106092968192	0.0000000000	0.0000000000	0.8831331711
1.188362	1785413106098968320	0.0000000000	0.0000000000	0.8831331711
1.216575	1785413106104968448	0.0000000000	0.0000000000	0.8831331711
1.218924	1785413106128968960	0.0000000000	0.0000000000	0.8831331711
1.220881	1785413106131969024	0.0000000000	0.0000000000	0.8831331711
1.223005	1785413106131969024	0.0000000000	0.0000000000	0.8831331711
1.224009	1785413106134969088	0.0000000000	0.0000000000	0.8831331711
1.227187	1785413106137969152	0.0000000000	0.0000000000	0.8831331711
1.230292	1785413106140969216	0.0000000000	0.0000000000	0.8831331711
1.232799	1785413106143969280	0.0000000000	0.0000000000	0.8831331711
1.234632	1785413106143969280	0.0000000000	0.0000000000	0.8831331711
1.237659	1785413106146969344	0.0000000000	0.0000000000	0.8831331711
1.242806	1785413106152969472	0.0000000000	0.0000000000	0.8831331711
1.249529	1785413106158969600	0.0000000000	0.0000000000	0.8831331711
1.253469	1785413106164969728	0.0000000000	0.0000000000	0.8831331711
1.258272	1785413106167969792	0.0000000000	0.0000000000	0.8831331711
1.263913	1785413106173969920	0.0000000000	0.0000000000	0.8831331711
1.268431	1785413106179970048	0.0000000000	0.0000000000	0.8831331711
1.272729	1785413106182970112	0.0000000000	0.0000000000	0.8831331711
1.278740	1785413106188970240	0.0000000000	0.0000000000	0.8831331711
1.283019	1785413106194970368	0.0000000000	0.0000000000	0.8831331711
1.288625	1785413106197970432	0.0000000000	0.0000000000	0.8831331711
1.292890	1785413106203970560	0.0000000000	0.0000000000	0.8831331711
1.298342	1785413106209970688	0.0000000000	0.0000000000	0.8831331711
1.324155	1785413106233971200	0.0000000000	0.0000000000	0.8831331711
1.326663	1785413106236971264	0.0000000000	0.0000000000	0.8831331711
1.328722	1785413106239971328	0.0000000000	0.0000000000	0.8831331711
1.330224	1785413106239971328	0.0000000000	0.0000000000	0.8831331711
1.332732	1785413106242971392	0.0000000000	0.0000000000	0.8831331711
1.333881	1785413106245971456	0.0000000000	0.0000000000	0.8831331711
1.336912	1785413106245971456	0.0000000000	0.0000000000	0.8831331711
1.339014	1785413106248971520	0.0000000000	0.0000000000	0.8831331711
1.342862	1785413106251971584	0.0000000000	0.0000000000	0.8831331711
1.348364	1785413106257971712	0.0000000000	0.0000000000	0.8831331711
1.352906	1785413106263971840	0.0000000000	0.0000000000	0.8831331711
1.358766	1785413106269971968	0.0000000000	0.0000000000	0.8831331711
1.363001	1785413106272972032	0.0000000000	0.0000000000	0.8831331711
1.368304	1785413106278972160	0.0000000000	0.0000000000	0.8831331711
1.372840	1785413106281972224	0.0000000000	0.0000000000	0.8831331711
1.378895	1785413106287972352	0.0000000000	0.0000000000	0.8831331711
1.382934	1785413106293972480	0.0000000000	0.0000000000	0.8831331711
1.388679	1785413106299972608	0.0000000000	0.0000000000	0.8831331711
1.393017	1785413106302972672	0.0000000000	0.0000000000	0.8831331711
1.398539	1785413106308972800	0.0000000000	0.0000000000	0.8831331711
1.403693	1785413106314972928	0.0000000000	0.0000000000	0.8831331711
1.408464	1785413106317972992	0.0000000000	0.0000000000	0.8831331711
1.433528	1785413106344973568	0.0000000000	0.0000000000	0.8831331711
1.435640	1785413106344973568	0.0000000000	0.0000000000	0.8831331711
1.437563	1785413106347973632	0.0000000000	0.0000000000	0.8831331711
1.439623	1785413106350973696	0.0000000000	0.0000000000	0.8831331711
1.442008	1785413106350973696	0.0000000000	0.0000000000	0.8831331711
1.445197	1785413106353973760	0.0000000000	0.0000000000	0.8831331711
1.447214	1785413106356973824	0.0000000000	0.0000000000	0.8831331711
1.449251	1785413106359973888	0.0000000000	0.0000000000	0.8831331711
1.453383	1785413106362973952	0.0000000000	0.0000000000	0.8831331711
1.458491	1785413106368974080	0.0000000000	0.0000000000	0.8831331711
1.463430	1785413106374974208	0.0000000000	0.0000000000	0.8831331711
1.468343	1785413106377974272	0.0000000000	0.0000000000	0.8831331711
1.473404	1785413106383974400	0.0000000000	0.0000000000	0.8831331711
1.477600	1785413106386974464	0.0000000000	0.0000000000	0.8831331711
1.483461	1785413106392974592	0.0000000000	0.0000000000	0.8831331711
1.488188	1785413106398974720	0.0000000000	0.0000000000	0.8831331711
1.493840	1785413106404974848	0.0000000000	0.0000000000	0.8831331711
1.498152	1785413106407974912	0.0000000000	0.0000000000	0.8831331711
1.503268	1785413106413975040	0.0000000000	0.0000000000	0.8831331711
1.508446	1785413106419975168	0.0000000000	0.0000000000	0.8831331711
1.513856	1785413106422975232	0.0000000000	0.0000000000	0.8831331711
1.518209	1785413106428975360	0.0000000000	0.0000000000	0.8831331711
1.543195	1785413106452975872	0.0000000000	0.0000000000	0.8831331711
1.545199	1785413106455975936	0.0000000000	0.0000000000	0.8831331711
1.547252	1785413106455975936	0.0000000000	0.0000000000	0.8831331711
1.548761	1785413106458976000	0.0000000000	0.0000000000	0.8831331711
1.550995	1785413106461976064	0.0000000000	0.0000000000	0.8831331711
1.554191	1785413106464976128	0.0000000000	0.0000000000	0.8831331711
1.555693	1785413106467976192	0.0000000000	0.0000000000	0.8831331711
1.558914	1785413106467976192	0.0000000000	0.0000000000	0.8831331711
1.562737	1785413106473976320	0.0000000000	0.0000000000	0.8831331711
1.568118	1785413106479976448	0.0000000000	0.0000000000	0.8831331711
1.573034	1785413106482976512	0.0000000000	0.0000000000	0.8831331711
1.578252	1785413106488976640	0.0000000000	0.0000000000	0.8831331711
1.583602	1785413106494976768	0.0000000000	0.0000000000	0.8831331711
1.588983	1785413106497976832	0.0000000000	0.0000000000	0.8831331711
1.592883	1785413106503976960	0.0000000000	0.0000000000	0.8831331711
1.599320	1785413106509977088	0.0000000000	0.0000000000	0.8831331711
1.603522	1785413106512977152	0.0000000000	0.0000000000	0.8831331711
1.608246	1785413106518977280	0.0000000000	0.0000000000	0.8831331711
1.613469	1785413106524977408	0.0000000000	0.0000000000	0.8831331711
1.617775	1785413106527977472	0.0000000000	0.0000000000	0.8831331711
1.623534	1785413106533977600	0.0000000000	0.0000000000	0.8831331711
1.650323	1785413106560978176	0.0000000000	0.0000000000	0.8831331711
1.652808	1785413106563978240	0.0000000000	0.0000000000	0.8831331711
1.653806	1785413106563978240	0.0000000000	0.0000000000	0.8831331711
1.656886	1785413106566978304	0.0000000000	0.0000000000	0.8831331711
1.658804	1785413106569978368	0.0000000000	0.0000000000	0.8831331711
1.660733	1785413106569978368	0.0000000000	0.0000000000	0.8831331711
1.663211	1785413106572978432	0.0000000000	0.0000000000	0.8831331711
1.664040	1785413106575978496	0.0000000000	0.0000000000	0.8831331711
1.667572	1785413106578978560	0.0000000000	0.0000000000	0.8831331711
1.673539	1785413106584978688	0.0000000000	0.0000000000	0.8831331711
1.678249	1785413106587978752	0.0000000000	0.0000000000	0.8831331711
1.683872	1785413106593978880	0.0000000000	0.0000000000	0.8831331711
1.689540	1785413106599979008	0.0000000000	0.0000000000	0.8831331711
1.694605	1785413106602979072	0.0000000000	0.0000000000	0.8831331711
1.697618	1785413106608979200	0.0000000000	0.0000000000	0.8831331711
1.703187	1785413106611979264	0.0000000000	0.0000000000	0.8831331711
1.708618	1785413106617979392	0.0000000000	0.0000000000	0.8831331711
1.712968	1785413106623979520	0.0000000000	0.0000000000	0.8831331711
1.718683	1785413106629979648	0.0000000000	0.0000000000	0.8831331711
1.722652	1785413106632979712	0.0000000000	0.0000000000	0.8831331711
1.728076	1785413106638979840	0.0000000000	0.0000000000	0.8831331711
1.733781	1785413106644979968	0.0000000000	0.0000000000	0.8831331711
1.740309	1785413106650980096	0.0000000000	0.0000000000	0.8831331711
1.766830	1785413106677980672	0.0000000000	0.0000000000	0.8831331711
1.769196	1785413106677980672	0.0000000000	0.0000000000	0.8831331711
1.771156	1785413106680980736	0.0000000000	0.0000000000	0.8831331711
1.774388	1785413106683980800	0.0000000000	0.0000000000	0.8831331711
1.776402	1785413106686980864	0.0000000000	0.0000000000	0.8831331711
1.780372	1785413106689980928	0.0000000000	0.0000000000	0.8831331711
1.781908	1785413106692980992	0.0000000000	0.0000000000	0.8831331711
1.783923	1785413106695981056	0.0000000000	0.0000000000	0.8831331711
1.786983	1785413106695981056	0.0000000000	0.0000000000	0.8831331711
1.789094	1785413106698981120	0.0000000000	0.0000000000	0.8831331711
1.793026	1785413106701981184	0.0000000000	0.0000000000	0.8831331711
1.798793	1785413106707981312	0.0000000000	0.0000000000	0.8831331711
1.802954	1785413106713981440	0.0000000000	0.0000000000	0.8831331711
1.808993	1785413106719981568	0.0000000000	0.0000000000	0.8831331711
1.813254	1785413106722981632	0.0000000000	0.0000000000	0.8831331711
1.818920	1785413106728981760	0.0000000000	0.0000000000	0.8831331711
1.822979	1785413106731981824	0.0000000000	0.0000000000	0.8831331711
1.828485	1785413106737981952	0.0000000000	0.0000000000	0.8831331711
1.834038	1785413106743982080	0.0000000000	0.0000000000	0.8831331711
1.839896	1785413106749982208	0.0000000000	0.0000000000	0.8831331711
1.842855	1785413106752982272	0.0000000000	0.0000000000	0.8831331711
1.847463	1785413106758982400	0.0000000000	0.0000000000	0.8831331711
1.853036	1785413106761982464	0.0000000000	0.0000000000	0.8831331711
1.858169	1785413106767982592	0.0000000000	0.0000000000	0.8831331711
1.863805	1785413106773982720	0.0000000000	0.0000000000	0.8831331711
1.890968	1785413106800983296	0.0000000000	0.0000000000	0.8831331711
1.893024	1785413106803983360	0.0000000000	0.0000000000	0.8831331711
1.894024	1785413106803983360	0.0000000000	0.0000000000	0.8831331711
1.897059	1785413106806983424	0.0000000000	0.0000000000	0.8831331711
1.898870	1785413106809983488	0.0000000000	0.0000000000	0.8831331711
1.899783	1785413106809983488	0.0000000000	0.0000000000	0.8831331711
1.902564	1785413106812983552	0.0000000000	0.0000000000	0.8831331711
1.904579	1785413106815983616	0.0000000000	0.0000000000	0.8831331711
1.907617	1785413106818983680	0.0000000000	0.0000000000	0.8831331711
1.913713	1785413106824983808	0.0000000000	0.0000000000	0.8831331711
1.917825	1785413106827983872	0.0000000000	0.0000000000	0.8831331711
1.924285	1785413106833984000	0.0000000000	0.0000000000	0.8831331711
1.928545	1785413106836984064	0.0000000000	0.0000000000	0.8831331711
1.932841	1785413106842984192	0.0000000000	0.0000000000	0.8831331711
1.938242	1785413106848984320	0.0000000000	0.0000000000	0.8831331711
1.943359	1785413106851984384	0.0000000000	0.0000000000	0.8831331711
1.948569	1785413106857984512	0.0000000000	0.0000000000	0.8831331711
1.953698	1785413106863984640	0.0000000000	0.0000000000	0.8831331711
1.958127	1785413106866984704	0.0000000000	0.0000000000	0.8831331711
1.962332	1785413106872984832	0.0000000000	0.0000000000	0.8831331711
1.969682	1785413106878984960	0.0000000000	0.0000000000	0.8831331711
1.974670	1785413106884985088	0.0000000000	0.0000000000	0.8831331711
1.999622	1785413106887985152	0.0000000000	0.0000000000	0.8831331711
2.002045	1785413106911985664	0.0000000000	0.0000000000	0.8831331711
2.005596	1785413106914985728	0.0000000000	0.0000000000	0.8831331711
2.007160	1785413106917985792	0.0000000000	0.0000000000	0.8831331711
2.009180	1785413106920985856	0.0000000000	0.0000000000	0.8831331711
2.011199	1785413106920985856	0.0000000000	0.0000000000	0.8831331711
2.014222	1785413106923985920	0.0000000000	0.0000000000	0.8831331711
2.016437	1785413106926985984	0.0000000000	0.0000000000	0.8831331711
2.018594	1785413106929986048	0.0000000000	0.0000000000	0.8831331711
2.022679	1785413106932986112	0.0000000000	0.0000000000	0.8831331711
2.027726	1785413106938986240	0.0000000000	0.0000000000	0.8831331711
2.032792	1785413106941986304	0.0000000000	0.0000000000	0.8831331711
2.038992	1785413106947986432	0.0000000000	0.0000000000	0.8831331711
2.043437	1785413106953986560	0.0000000000	0.0000000000	0.8831331711
2.048500	1785413106956986624	0.0000000000	0.0000000000	0.8831331711
