# time_s	timestamp_ns	latitude	longitude	altitude	vx	vy	vz
417.046624	1785413521292825600	47.6436808609524	-122.13850922860249	218.5368194580078	-0.006583253853023052	-0.003015282563865185	2.9608676433563232
417.049116	1785413521313826048	47.64368085997983	-122.13850840129314	218.53677368164062	-0.006583250593394041	-0.003015282563865185	2.9608676433563232
417.051206	1785413521313826048	47.64368085997983	-122.13850840129314	218.53677368164062	-0.006583250593394041	-0.003015282563865185	2.9608676433563232
417.053232	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.055246	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.057356	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.059931	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.062559	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.065457	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.067981	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.072026	1785413521334826496	47.643680859007254	-122.1385075739838	218.53671264648438	-0.00658324733376503	-0.003015282563865185	2.9608676433563232
417.077114	1785413521355826944	47.643680858034685	-122.13850674667445	218.5366668701172	-0.006583244074136019	-0.003015282563865185	2.9608676433563232
417.083417	1785413521355826944	47.643680858034685	-122.13850674667445	218.5366668701172	-0.006583244074136019	-0.003015282563865185	2.9608676433563232
417.087655	1785413521355826944	47.643680858034685	-122.13850674667445	218.5366668701172	-0.006583244074136019	-0.003015282563865185	2.9608676433563232
417.091859	1785413521355826944	47.643680858034685	-122.13850674667445	218.5366668701172	-0.006583244074136019	-0.003015282563865185	2.9608676433563232
417.097855	1785413521376827392	47.64368085706209	-122.13850591936509	218.53662109375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.101893	1785413521376827392	47.64368085706209	-122.13850591936509	218.53662109375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.107282	1785413521376827392	47.64368085706209	-122.13850591936509	218.53662109375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.112400	1785413521376827392	47.64368085706209	-122.13850591936509	218.53662109375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.117957	1785413521397827840	47.64368085608949	-122.13850509205574	218.53656005859375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.123065	1785413521397827840	47.64368085608949	-122.13850509205574	218.53656005859375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.127491	1785413521397827840	47.64368085608949	-122.13850509205574	218.53656005859375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.132752	1785413521397827840	47.64368085608949	-122.13850509205574	218.53656005859375	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.137918	1785413521418828288	47.64368085511689	-122.13850426474639	218.53651428222656	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.143018	1785413521418828288	47.64368085511689	-122.13850426474639	218.53651428222656	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.147116	1785413521418828288	47.64368085511689	-122.13850426474639	218.53651428222656	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.152170	1785413521418828288	47.64368085511689	-122.13850426474639	218.53651428222656	-0.0065832436084747314	-0.003015282563865185	2.9608676433563232
417.157546	1785413521439828736	47.64368085414429	-122.13850343743705	218.5364532470703	-0.0065832436084747314	-0.0030152923427522182	2.9608676433563232
417.161779	1785413521439828736	47.64368085414429	-122.13850343743705	218.5364532470703	-0.0065832436084747314	-0.0030152923427522182	2.9608676433563232
417.168082	1785413521439828736	47.64368085414429	-122.13850343743705	218.5364532470703	-0.0065832436084747314	-0.0030152923427522182	2.9608676433563232
417.174448	1785413521439828736	47.64368085414429	-122.13850343743705	218.5364532470703	-0.0065832436084747314	-0.0030152923427522182	2.9608676433563232
417.178715	1785413521460829184	47.64368085317168	-122.1385026101277	218.53640747070312	-0.0065832436084747314	-0.003015311900526285	2.9608676433563232
417.182241	1785413521460829184	47.64368085317168	-122.1385026101277	218.53640747070312	-0.0065832436084747314	-0.003015311900526285	2.9608676433563232
417.195128	1785413521460829184	47.64368085317168	-122.1385026101277	218.53640747070312	-0.0065832436084747314	-0.003015311900526285	2.9608676433563232
417.197133	1785413521460829184	47.64368085317168	-122.1385026101277	218.53640747070312	-0.0065832436084747314	-0.003015311900526285	2.9608676433563232
417.199246	1785413521481829632	47.64368085219906	-122.13850178281835	218.53634643554688	-0.0065832436084747314	-0.003015331458300352	2.9608676433563232
